,city,estimate,variant,frac
2021-04-30,Chur (GR),Wald_lower,B.1.1.7,0.9668838520749516
2021-05-01,Chur (GR),Wald_lower,B.1.1.7,0.9683174251128721
2021-05-02,Chur (GR),Wald_lower,B.1.1.7,0.9690470247643326
2021-05-03,Chur (GR),Wald_lower,B.1.1.7,0.9688263510447213
2021-05-04,Chur (GR),Wald_lower,B.1.1.7,0.9678252593774246
2021-04-10,Chur (GR),Wald_lower,B.1.1.7,0.9774834958890934
2021-05-08,Chur (GR),Wald_lower,B.1.1.7,0.9604372116963054
2021-04-11,Chur (GR),Wald_lower,B.1.1.7,0.9777747405864882
2021-05-09,Chur (GR),Wald_lower,B.1.1.7,0.960081838960245
2021-04-12,Chur (GR),Wald_lower,B.1.1.7,0.9766856823168795
2021-05-10,Chur (GR),Wald_lower,B.1.1.7,0.9607567780823391
2021-04-13,Chur (GR),Wald_lower,B.1.1.7,0.9754311685327013
2021-05-11,Chur (GR),Wald_lower,B.1.1.7,0.9625901052029507
2021-04-07,Chur (GR),Wald_lower,B.1.1.7,0.9627800377511523
2021-05-05,Chur (GR),Wald_lower,B.1.1.7,0.9652087358193919
2021-04-08,Chur (GR),Wald_lower,B.1.1.7,0.9705827793172381
2021-05-06,Chur (GR),Wald_lower,B.1.1.7,0.9632872296555676
2021-04-09,Chur (GR),Wald_lower,B.1.1.7,0.9749429390320116
2021-05-07,Chur (GR),Wald_lower,B.1.1.7,0.9624290992336406
2021-08-25,Chur (GR),Wald_upper,B.1.1.7,0.008904500437874942
2021-08-26,Chur (GR),Wald_upper,B.1.1.7,0.009011543169517895
2021-08-27,Chur (GR),Wald_upper,B.1.1.7,0.009240962344276397
2021-08-28,Chur (GR),Wald_upper,B.1.1.7,0.009585770443074225
2021-08-29,Chur (GR),Wald_upper,B.1.1.7,0.010051836012479049
2021-08-30,Chur (GR),Wald_upper,B.1.1.7,0.010630425064034589
2021-08-31,Chur (GR),Wald_upper,B.1.1.7,0.011410616482541212
2021-08-18,Chur (GR),Wald_upper,B.1.1.7,0.011948170146797152
2021-08-19,Chur (GR),Wald_upper,B.1.1.7,0.01122497622737424
2021-08-20,Chur (GR),Wald_upper,B.1.1.7,0.0105294552302673
2021-08-21,Chur (GR),Wald_upper,B.1.1.7,0.009951990714140827
2021-08-22,Chur (GR),Wald_upper,B.1.1.7,0.00945631327933089
2021-08-23,Chur (GR),Wald_upper,B.1.1.7,0.009108392086972412
2021-08-24,Chur (GR),Wald_upper,B.1.1.7,0.008931933879022948
2021-08-11,Chur (GR),Wald_upper,B.1.1.7,0.010058664234084443
2021-08-12,Chur (GR),Wald_upper,B.1.1.7,0.011547986602544327
2021-08-13,Chur (GR),Wald_upper,B.1.1.7,0.012590887650117798
2021-08-14,Chur (GR),Wald_upper,B.1.1.7,0.013176221197830847
2021-08-15,Chur (GR),Wald_upper,B.1.1.7,0.013324593531864331
2021-08-16,Chur (GR),Wald_upper,B.1.1.7,0.013103354669990509
2021-08-17,Chur (GR),Wald_upper,B.1.1.7,0.012608751056795875
2021-08-04,Chur (GR),Wald_upper,B.1.1.7,0.0048902416916433095
2021-08-05,Chur (GR),Wald_upper,B.1.1.7,0.004823733042692956
2021-08-06,Chur (GR),Wald_upper,B.1.1.7,0.00475426842968186
2021-08-07,Chur (GR),Wald_upper,B.1.1.7,0.004724532429867406
2021-08-08,Chur (GR),Wald_upper,B.1.1.7,0.004698424743970903
2021-08-09,Chur (GR),Wald_upper,B.1.1.7,0.006062234935515475
2021-08-10,Chur (GR),Wald_upper,B.1.1.7,0.008220327521538316
2021-07-28,Chur (GR),Wald_upper,B.1.1.7,0.014856728817235779
2021-07-29,Chur (GR),Wald_upper,B.1.1.7,0.01428062518897188
2021-07-30,Chur (GR),Wald_upper,B.1.1.7,0.013412903882737142
2021-07-31,Chur (GR),Wald_upper,B.1.1.7,0.011958580289584386
2021-08-01,Chur (GR),Wald_upper,B.1.1.7,0.010110260525261296
2021-08-02,Chur (GR),Wald_upper,B.1.1.7,0.007893073135892744
2021-08-03,Chur (GR),Wald_upper,B.1.1.7,0.005454044489550082
2021-07-21,Chur (GR),Wald_upper,B.1.1.7,0.018193070395764295
2021-07-22,Chur (GR),Wald_upper,B.1.1.7,0.01725192093351198
2021-07-23,Chur (GR),Wald_upper,B.1.1.7,0.016318477686824887
2021-07-24,Chur (GR),Wald_upper,B.1.1.7,0.01566460668865831
2021-07-25,Chur (GR),Wald_upper,B.1.1.7,0.01521984592518685
2021-07-26,Chur (GR),Wald_upper,B.1.1.7,0.014937226723719645
2021-07-27,Chur (GR),Wald_upper,B.1.1.7,0.014863128340263463
2021-07-14,Chur (GR),Wald_upper,B.1.1.7,0.025532283399465932
2021-07-15,Chur (GR),Wald_upper,B.1.1.7,0.022770012526164903
2021-07-16,Chur (GR),Wald_upper,B.1.1.7,0.0213463539193147
2021-07-17,Chur (GR),Wald_upper,B.1.1.7,0.020706466581382057
2021-07-18,Chur (GR),Wald_upper,B.1.1.7,0.020239934368573905
2021-07-19,Chur (GR),Wald_upper,B.1.1.7,0.019594398698415998
2021-07-20,Chur (GR),Wald_upper,B.1.1.7,0.019069257747618758
2021-07-07,Chur (GR),Wald_upper,B.1.1.7,0.08805802763045174
2021-07-08,Chur (GR),Wald_upper,B.1.1.7,0.07452404934479603
2021-07-09,Chur (GR),Wald_upper,B.1.1.7,0.06294140444475385
2021-07-10,Chur (GR),Wald_upper,B.1.1.7,0.052802862385780164
2021-07-11,Chur (GR),Wald_upper,B.1.1.7,0.043549966563255785
2021-07-12,Chur (GR),Wald_upper,B.1.1.7,0.035961078012062886
2021-07-13,Chur (GR),Wald_upper,B.1.1.7,0.029897802050021967
2021-06-30,Chur (GR),Wald_upper,B.1.1.7,0.4806485608598672
2021-07-01,Chur (GR),Wald_upper,B.1.1.7,0.3823043071358334
2021-07-02,Chur (GR),Wald_upper,B.1.1.7,0.2943614630776523
2021-07-03,Chur (GR),Wald_upper,B.1.1.7,0.22380518421238368
2021-07-04,Chur (GR),Wald_upper,B.1.1.7,0.16927805737647522
2021-07-05,Chur (GR),Wald_upper,B.1.1.7,0.1309766253139491
2021-07-06,Chur (GR),Wald_upper,B.1.1.7,0.105572167158793
2021-06-22,Chur (GR),Wald_upper,B.1.1.7,0.9801592053395571
2021-06-23,Chur (GR),Wald_upper,B.1.1.7,0.9607561578977728
2021-06-24,Chur (GR),Wald_upper,B.1.1.7,0.9323754386471363
2021-06-25,Chur (GR),Wald_upper,B.1.1.7,0.8903370399647915
2021-06-26,Chur (GR),Wald_upper,B.1.1.7,0.835626491792822
2021-06-27,Chur (GR),Wald_upper,B.1.1.7,0.7648654087331995
2021-06-28,Chur (GR),Wald_upper,B.1.1.7,0.6797921781868984
2021-06-29,Chur (GR),Wald_upper,B.1.1.7,0.5835632256215455
2021-06-16,Chur (GR),Wald_upper,B.1.1.7,0.999632939370046
2021-06-17,Chur (GR),Wald_upper,B.1.1.7,1.002301799255157
2021-06-09,Chur (GR),Wald_upper,B.1.1.7,0.9582895775166738
2021-06-10,Chur (GR),Wald_upper,B.1.1.7,0.9638238403079051
2021-06-11,Chur (GR),Wald_upper,B.1.1.7,0.97094999447599
2021-06-12,Chur (GR),Wald_upper,B.1.1.7,0.9782010612674151
2021-06-13,Chur (GR),Wald_upper,B.1.1.7,0.9847924954938821
2021-06-14,Chur (GR),Wald_upper,B.1.1.7,0.9898740615815753
2021-06-15,Chur (GR),Wald_upper,B.1.1.7,0.9942965792900483
2021-06-02,Chur (GR),Wald_upper,B.1.1.7,0.9844469686057036
2021-06-03,Chur (GR),Wald_upper,B.1.1.7,0.9765583170722469
2021-06-04,Chur (GR),Wald_upper,B.1.1.7,0.9678001147638297
2021-06-05,Chur (GR),Wald_upper,B.1.1.7,0.9586535246041226
2021-06-06,Chur (GR),Wald_upper,B.1.1.7,0.9521736957795417
2021-06-07,Chur (GR),Wald_upper,B.1.1.7,0.9526788145710263
2021-06-08,Chur (GR),Wald_upper,B.1.1.7,0.9540219384913056
2021-05-26,Chur (GR),Wald_upper,B.1.1.7,0.9992033982728028
2021-05-28,Chur (GR),Wald_upper,B.1.1.7,0.9980648057033721
2021-05-29,Chur (GR),Wald_upper,B.1.1.7,0.9962440378141377
2021-05-30,Chur (GR),Wald_upper,B.1.1.7,0.9952190265349627
2021-05-31,Chur (GR),Wald_upper,B.1.1.7,0.9925181086191288
2021-06-01,Chur (GR),Wald_upper,B.1.1.7,0.9899726579415106
2021-05-19,Chur (GR),Wald_upper,B.1.1.7,1.0008796755221667
2021-05-20,Chur (GR),Wald_upper,B.1.1.7,1.000777943288034
2021-05-21,Chur (GR),Wald_upper,B.1.1.7,1.0019695681842902
2021-05-22,Chur (GR),Wald_upper,B.1.1.7,1.0035085236138583
2021-05-23,Chur (GR),Wald_upper,B.1.1.7,1.0029723326514124
2021-05-24,Chur (GR),Wald_upper,B.1.1.7,1.002042303965675
2021-05-25,Chur (GR),Wald_upper,B.1.1.7,0.9999874432160691
2021-05-12,Chur (GR),Wald_upper,B.1.1.7,0.9954474608583229
2021-05-13,Chur (GR),Wald_upper,B.1.1.7,0.9973540766447959
2021-05-14,Chur (GR),Wald_upper,B.1.1.7,0.99898254747347
2021-05-15,Chur (GR),Wald_upper,B.1.1.7,1.0014337699882736
2021-05-16,Chur (GR),Wald_upper,B.1.1.7,1.00134815681376
2021-05-17,Chur (GR),Wald_upper,B.1.1.7,1.001702350390077
2021-05-18,Chur (GR),Wald_upper,B.1.1.7,1.000634008670723
2021-02-06,Chur (GR),Wald_upper,B.1.1.7,0.5243541050459419
2021-02-07,Chur (GR),Wald_upper,B.1.1.7,0.5350054143142435
2021-02-08,Chur (GR),Wald_upper,B.1.1.7,0.5462112429256967
2021-02-09,Chur (GR),Wald_upper,B.1.1.7,0.5573942621147088
2021-02-10,Chur (GR),Wald_upper,B.1.1.7,0.5676924000002658
2021-02-11,Chur (GR),Wald_upper,B.1.1.7,0.5765508477770823
2021-02-12,Chur (GR),Wald_upper,B.1.1.7,0.5834615672275794
2021-02-13,Chur (GR),Wald_upper,B.1.1.7,0.5882799152821574
2021-02-14,Chur (GR),Wald_upper,B.1.1.7,0.5912772769952166
2021-02-15,Chur (GR),Wald_upper,B.1.1.7,0.593387354309471
2021-02-16,Chur (GR),Wald_upper,B.1.1.7,0.5957128976340462
2021-02-17,Chur (GR),Wald_upper,B.1.1.7,0.6013568113215677
2021-02-18,Chur (GR),Wald_upper,B.1.1.7,0.6122519495720311
2021-02-19,Chur (GR),Wald_upper,B.1.1.7,0.6313685430894157
2021-02-20,Chur (GR),Wald_upper,B.1.1.7,0.6585096071894735
2021-02-21,Chur (GR),Wald_upper,B.1.1.7,0.6914217549272114
2021-02-22,Chur (GR),Wald_upper,B.1.1.7,0.7220906160105695
2021-02-23,Chur (GR),Wald_upper,B.1.1.7,0.7423552538634655
2021-02-24,Chur (GR),Wald_upper,B.1.1.7,0.7488347087755672
2021-02-25,Chur (GR),Wald_upper,B.1.1.7,0.7447765022613886
2021-02-26,Chur (GR),Wald_upper,B.1.1.7,0.733755361097287
2021-02-27,Chur (GR),Wald_upper,B.1.1.7,0.7215225167187584
2021-02-28,Chur (GR),Wald_upper,B.1.1.7,0.7126676071375105
2021-03-01,Chur (GR),Wald_upper,B.1.1.7,0.7108509984555296
2021-03-02,Chur (GR),Wald_upper,B.1.1.7,0.7183959701476531
2021-03-03,Chur (GR),Wald_upper,B.1.1.7,0.7360371219470176
2021-03-04,Chur (GR),Wald_upper,B.1.1.7,0.7620992735920613
2021-03-05,Chur (GR),Wald_upper,B.1.1.7,0.7921007635178323
2021-03-06,Chur (GR),Wald_upper,B.1.1.7,0.8222679944972688
2021-03-07,Chur (GR),Wald_upper,B.1.1.7,0.8480522966127862
2021-03-08,Chur (GR),Wald_upper,B.1.1.7,0.8669251960031213
2021-03-09,Chur (GR),Wald_upper,B.1.1.7,0.877716940406327
2021-03-10,Chur (GR),Wald_upper,B.1.1.7,0.8815230396151688
2021-03-11,Chur (GR),Wald_upper,B.1.1.7,0.8802750987796296
2021-03-12,Chur (GR),Wald_upper,B.1.1.7,0.8759161730417059
2021-03-13,Chur (GR),Wald_upper,B.1.1.7,0.8706280260106878
2021-03-14,Chur (GR),Wald_upper,B.1.1.7,0.8670694001827176
2021-03-15,Chur (GR),Wald_upper,B.1.1.7,0.86641294937367
2021-03-16,Chur (GR),Wald_upper,B.1.1.7,0.8693380925894092
2021-03-17,Chur (GR),Wald_upper,B.1.1.7,0.8750674966123065
2021-03-18,Chur (GR),Wald_upper,B.1.1.7,0.8830725616450971
2021-03-19,Chur (GR),Wald_upper,B.1.1.7,0.8939080168790207
2021-03-20,Chur (GR),Wald_upper,B.1.1.7,0.9031790150180342
2021-03-21,Chur (GR),Wald_upper,B.1.1.7,0.9127874017609678
2021-03-22,Chur (GR),Wald_upper,B.1.1.7,0.9220885135600304
2021-03-23,Chur (GR),Wald_upper,B.1.1.7,0.9313993276856006
2021-03-24,Chur (GR),Wald_upper,B.1.1.7,0.94051696077074
2021-03-25,Chur (GR),Wald_upper,B.1.1.7,0.949056496966769
2021-03-26,Chur (GR),Wald_upper,B.1.1.7,0.9562220523433289
2021-03-27,Chur (GR),Wald_upper,B.1.1.7,0.9628099491428015
2021-03-28,Chur (GR),Wald_upper,B.1.1.7,0.9678184991387402
2021-03-29,Chur (GR),Wald_upper,B.1.1.7,0.9718173135001869
2021-03-30,Chur (GR),Wald_upper,B.1.1.7,0.9745744249074866
2021-03-31,Chur (GR),Wald_upper,B.1.1.7,0.9769283316148268
2021-04-01,Chur (GR),Wald_upper,B.1.1.7,0.9790898402309314
2021-04-02,Chur (GR),Wald_upper,B.1.1.7,0.9818911561960323
2021-04-04,Chur (GR),Wald_upper,B.1.1.7,0.9928177967793309
2021-04-05,Chur (GR),Wald_upper,B.1.1.7,0.9921959853554237
2021-04-06,Chur (GR),Wald_upper,B.1.1.7,0.9953478074796636
2021-04-14,Chur (GR),Wald_upper,B.1.1.7,1.0019755915456243
2021-04-15,Chur (GR),Wald_upper,B.1.1.7,1.0005280800215968
2021-04-16,Chur (GR),Wald_upper,B.1.1.7,0.9991999303206284
2021-04-17,Chur (GR),Wald_upper,B.1.1.7,0.9972203554838611
2021-04-18,Chur (GR),Wald_upper,B.1.1.7,0.99583458117994
2021-04-19,Chur (GR),Wald_upper,B.1.1.7,0.9940343243288069
2021-04-20,Chur (GR),Wald_upper,B.1.1.7,0.9928226686655264
2021-04-21,Chur (GR),Wald_upper,B.1.1.7,0.9914070433753709
2021-04-22,Chur (GR),Wald_upper,B.1.1.7,0.9905512838200171
2021-04-23,Chur (GR),Wald_upper,B.1.1.7,0.9907204560188961
2021-04-24,Chur (GR),Wald_upper,B.1.1.7,0.992761691108356
2021-04-25,Chur (GR),Wald_upper,B.1.1.7,0.9924326151460184
2021-04-26,Chur (GR),Wald_upper,B.1.1.7,0.9930306977156941
2021-04-27,Chur (GR),Wald_upper,B.1.1.7,0.9949031295885308
2021-04-28,Chur (GR),Wald_upper,B.1.1.7,0.9974307106073281
2021-04-29,Chur (GR),Wald_upper,B.1.1.7,0.9986214259783077
2021-04-30,Chur (GR),Wald_upper,B.1.1.7,0.9997679051611461
2021-05-01,Chur (GR),Wald_upper,B.1.1.7,1.0007606398805005
2021-05-02,Chur (GR),Wald_upper,B.1.1.7,1.0007613105175799
2021-05-03,Chur (GR),Wald_upper,B.1.1.7,1.0000324037698438
2021-05-04,Chur (GR),Wald_upper,B.1.1.7,0.9986210868222625
2021-04-10,Chur (GR),Wald_upper,B.1.1.7,1.003955062706361
2021-05-08,Chur (GR),Wald_upper,B.1.1.7,0.9919542816207363
2021-04-11,Chur (GR),Wald_upper,B.1.1.7,1.0046852069790164
2021-05-09,Chur (GR),Wald_upper,B.1.1.7,0.9916738828702782
2021-04-12,Chur (GR),Wald_upper,B.1.1.7,1.0046993058764102
2021-05-10,Chur (GR),Wald_upper,B.1.1.7,0.9925101044799217
2021-04-13,Chur (GR),Wald_upper,B.1.1.7,1.0032176819917038
2021-05-11,Chur (GR),Wald_upper,B.1.1.7,0.9939217084856787
2021-04-07,Chur (GR),Wald_upper,B.1.1.7,1.0007454961229805
2021-05-05,Chur (GR),Wald_upper,B.1.1.7,0.9977135247138196
2021-04-08,Chur (GR),Wald_upper,B.1.1.7,1.0013680255817472
2021-05-06,Chur (GR),Wald_upper,B.1.1.7,0.9955270109228241
2021-04-09,Chur (GR),Wald_upper,B.1.1.7,1.003040399731163
2021-05-07,Chur (GR),Wald_upper,B.1.1.7,0.9927114921143334
2021-08-25,Altenrhein (SG),MSE,B.1.1.7,0.004384458347190216
2021-08-26,Altenrhein (SG),MSE,B.1.1.7,0.004099305964258495
2021-08-27,Altenrhein (SG),MSE,B.1.1.7,0.0038430159852065834
2021-08-28,Altenrhein (SG),MSE,B.1.1.7,0.0036278937291647946
2021-08-29,Altenrhein (SG),MSE,B.1.1.7,0.0034567855027791473
2021-08-30,Altenrhein (SG),MSE,B.1.1.7,0.00332640450170073
2021-08-31,Altenrhein (SG),MSE,B.1.1.7,0.0032306012553527845
2021-08-18,Altenrhein (SG),MSE,B.1.1.7,0.005143925755428522
2021-08-19,Altenrhein (SG),MSE,B.1.1.7,0.005221481640272285
2021-08-20,Altenrhein (SG),MSE,B.1.1.7,0.005278811680171437
2021-08-21,Altenrhein (SG),MSE,B.1.1.7,0.005258606040738003
2021-08-22,Altenrhein (SG),MSE,B.1.1.7,0.005142550013952944
2021-08-23,Altenrhein (SG),MSE,B.1.1.7,0.0049392420941947205
2021-08-24,Altenrhein (SG),MSE,B.1.1.7,0.004675139622273626
2021-08-15,Altenrhein (SG),MSE,B.1.1.7,0.006712695899127701
2021-08-16,Altenrhein (SG),MSE,B.1.1.7,0.005538437310535916
2021-08-17,Altenrhein (SG),MSE,B.1.1.7,0.005168509957794979
2021-08-04,Altenrhein (SG),MSE,B.1.1.7,0.27164288018240274
2021-08-05,Altenrhein (SG),MSE,B.1.1.7,0.2303566893024682
2021-08-06,Altenrhein (SG),MSE,B.1.1.7,0.1881204518629675
2021-08-07,Altenrhein (SG),MSE,B.1.1.7,0.14816197394854283
2021-08-08,Altenrhein (SG),MSE,B.1.1.7,0.11253682667837142
2021-08-09,Altenrhein (SG),MSE,B.1.1.7,0.08221642179406725
2021-08-10,Altenrhein (SG),MSE,B.1.1.7,0.05745239123872507
2021-07-28,Altenrhein (SG),MSE,B.1.1.7,0.29556415964379323
2021-07-29,Altenrhein (SG),MSE,B.1.1.7,0.32334603490145736
2021-07-30,Altenrhein (SG),MSE,B.1.1.7,0.3435472670666868
2021-07-31,Altenrhein (SG),MSE,B.1.1.7,0.3534016659001489
2021-08-01,Altenrhein (SG),MSE,B.1.1.7,0.3508848075218433
2021-08-02,Altenrhein (SG),MSE,B.1.1.7,0.3353465715734631
2021-08-03,Altenrhein (SG),MSE,B.1.1.7,0.3079611494013758
2021-07-21,Altenrhein (SG),MSE,B.1.1.7,0.12387851742646057
2021-07-22,Altenrhein (SG),MSE,B.1.1.7,0.13187633311784347
2021-07-23,Altenrhein (SG),MSE,B.1.1.7,0.14646819428851762
2021-07-24,Altenrhein (SG),MSE,B.1.1.7,0.16843389285835975
2021-07-25,Altenrhein (SG),MSE,B.1.1.7,0.1968153977536919
2021-07-26,Altenrhein (SG),MSE,B.1.1.7,0.22935380099909253
2021-07-27,Altenrhein (SG),MSE,B.1.1.7,0.26324416301528797
2021-07-14,Altenrhein (SG),MSE,B.1.1.7,0.1544395737742959
2021-07-15,Altenrhein (SG),MSE,B.1.1.7,0.1355809952532192
2021-07-16,Altenrhein (SG),MSE,B.1.1.7,0.12551824744148277
2021-07-17,Altenrhein (SG),MSE,B.1.1.7,0.12115051017412372
2021-07-18,Altenrhein (SG),MSE,B.1.1.7,0.11966525570658688
2021-07-19,Altenrhein (SG),MSE,B.1.1.7,0.11946781945604545
2021-07-20,Altenrhein (SG),MSE,B.1.1.7,0.12045248243758029
2021-07-07,Altenrhein (SG),MSE,B.1.1.7,0.4783640098062624
2021-07-08,Altenrhein (SG),MSE,B.1.1.7,0.42708947746307724
2021-07-09,Altenrhein (SG),MSE,B.1.1.7,0.37407231723927603
2021-07-10,Altenrhein (SG),MSE,B.1.1.7,0.32020224172693756
2021-07-11,Altenrhein (SG),MSE,B.1.1.7,0.26823358699919986
2021-07-12,Altenrhein (SG),MSE,B.1.1.7,0.22150072865609582
2021-06-30,Altenrhein (SG),MSE,B.1.1.7,0.800400176793324
2021-07-01,Altenrhein (SG),MSE,B.1.1.7,0.7589105414992751
2021-07-02,Altenrhein (SG),MSE,B.1.1.7,0.715788563345943
2021-07-03,Altenrhein (SG),MSE,B.1.1.7,0.6714059343078536
2021-07-04,Altenrhein (SG),MSE,B.1.1.7,0.6257661453394008
2021-07-05,Altenrhein (SG),MSE,B.1.1.7,0.5777517497158038
2021-07-06,Altenrhein (SG),MSE,B.1.1.7,0.5286285114612068
2021-06-25,Altenrhein (SG),MSE,B.1.1.7,0.9137641730621413
2021-06-27,Altenrhein (SG),MSE,B.1.1.7,0.8995596242374321
2021-06-28,Altenrhein (SG),MSE,B.1.1.7,0.8736373029037867
2021-06-29,Altenrhein (SG),MSE,B.1.1.7,0.8393490583239117
2021-06-16,Altenrhein (SG),MSE,B.1.1.7,0.784594908732222
2021-06-18,Altenrhein (SG),MSE,B.1.1.7,0.8010158718673313
2021-06-19,Altenrhein (SG),MSE,B.1.1.7,0.8172976165452105
2021-06-20,Altenrhein (SG),MSE,B.1.1.7,0.8361044690234363
2021-06-21,Altenrhein (SG),MSE,B.1.1.7,0.8555159202442936
2021-06-22,Altenrhein (SG),MSE,B.1.1.7,0.8741766708257017
2021-06-09,Altenrhein (SG),MSE,B.1.1.7,0.9087368527674132
2021-06-10,Altenrhein (SG),MSE,B.1.1.7,0.8852749905623953
2021-06-11,Altenrhein (SG),MSE,B.1.1.7,0.86080695782086
2021-06-12,Altenrhein (SG),MSE,B.1.1.7,0.8368621539443398
2021-06-13,Altenrhein (SG),MSE,B.1.1.7,0.8150513560680773
2021-06-14,Altenrhein (SG),MSE,B.1.1.7,0.7979858939461515
2021-06-15,Altenrhein (SG),MSE,B.1.1.7,0.78745602175938
2021-06-02,Altenrhein (SG),MSE,B.1.1.7,0.9871840879082284
2021-06-03,Altenrhein (SG),MSE,B.1.1.7,0.9842400556224926
2021-06-04,Altenrhein (SG),MSE,B.1.1.7,0.9794986083218972
2021-06-05,Altenrhein (SG),MSE,B.1.1.7,0.9722309925110373
2021-06-06,Altenrhein (SG),MSE,B.1.1.7,0.9617646052445162
2021-06-07,Altenrhein (SG),MSE,B.1.1.7,0.9476528097860352
2021-06-08,Altenrhein (SG),MSE,B.1.1.7,0.9298356173890873
2021-05-26,Altenrhein (SG),MSE,B.1.1.7,0.9942937521986125
2021-05-27,Altenrhein (SG),MSE,B.1.1.7,0.9935876757202141
2021-05-29,Altenrhein (SG),MSE,B.1.1.7,0.9918990865893512
2021-05-30,Altenrhein (SG),MSE,B.1.1.7,0.991051348676092
2021-05-31,Altenrhein (SG),MSE,B.1.1.7,0.9901410744479433
2021-06-01,Altenrhein (SG),MSE,B.1.1.7,0.9889683026210954
2021-05-19,Altenrhein (SG),MSE,B.1.1.7,0.9877377607604781
2021-05-20,Altenrhein (SG),MSE,B.1.1.7,0.9899633414422179
2021-05-21,Altenrhein (SG),MSE,B.1.1.7,0.99187280030422
2021-05-22,Altenrhein (SG),MSE,B.1.1.7,0.9933589460825283
2021-05-23,Altenrhein (SG),MSE,B.1.1.7,0.994338634557732
2021-05-24,Altenrhein (SG),MSE,B.1.1.7,0.9947847773523252
2021-05-25,Altenrhein (SG),MSE,B.1.1.7,0.9947371640603089
2021-05-12,Altenrhein (SG),MSE,B.1.1.7,0.9598753396838637
2021-05-13,Altenrhein (SG),MSE,B.1.1.7,0.9662720960472501
2021-05-14,Altenrhein (SG),MSE,B.1.1.7,0.971642899032383
2021-05-15,Altenrhein (SG),MSE,B.1.1.7,0.9760061471191374
2021-05-16,Altenrhein (SG),MSE,B.1.1.7,0.9795743640460662
2021-05-17,Altenrhein (SG),MSE,B.1.1.7,0.9826013697775644
2021-05-18,Altenrhein (SG),MSE,B.1.1.7,0.9852800873692105
2021-02-01,Altenrhein (SG),MSE,B.1.1.7,0.278922897217156
2021-02-02,Altenrhein (SG),MSE,B.1.1.7,0.2868143509924306
2021-02-03,Altenrhein (SG),MSE,B.1.1.7,0.29573315737184697
2021-02-04,Altenrhein (SG),MSE,B.1.1.7,0.3055938293640218
2021-02-05,Altenrhein (SG),MSE,B.1.1.7,0.31624971187794354
2021-02-06,Altenrhein (SG),MSE,B.1.1.7,0.3275139940133063
2021-02-07,Altenrhein (SG),MSE,B.1.1.7,0.33922050413668065
2021-02-08,Altenrhein (SG),MSE,B.1.1.7,0.35129743541082115
2021-02-09,Altenrhein (SG),MSE,B.1.1.7,0.3638243214422855
2021-02-10,Altenrhein (SG),MSE,B.1.1.7,0.3770290364020513
2021-02-11,Altenrhein (SG),MSE,B.1.1.7,0.39119396966817604
2021-02-12,Altenrhein (SG),MSE,B.1.1.7,0.40645919896546184
2021-02-13,Altenrhein (SG),MSE,B.1.1.7,0.4226171529932409
2021-02-14,Altenrhein (SG),MSE,B.1.1.7,0.43897041588564445
2021-02-15,Altenrhein (SG),MSE,B.1.1.7,0.4543435559704024
2021-02-16,Altenrhein (SG),MSE,B.1.1.7,0.4674095443559725
2021-02-17,Altenrhein (SG),MSE,B.1.1.7,0.47710409644222024
2021-02-18,Altenrhein (SG),MSE,B.1.1.7,0.4828945889061604
2021-02-19,Altenrhein (SG),MSE,B.1.1.7,0.48506664245018893
2021-02-20,Altenrhein (SG),MSE,B.1.1.7,0.4848235256595973
2021-02-21,Altenrhein (SG),MSE,B.1.1.7,0.4841608062276629
2021-02-22,Altenrhein (SG),MSE,B.1.1.7,0.4854998152422364
2021-02-23,Altenrhein (SG),MSE,B.1.1.7,0.491014082961572
2021-02-24,Altenrhein (SG),MSE,B.1.1.7,0.5021461740704958
2021-02-25,Altenrhein (SG),MSE,B.1.1.7,0.5192055791363082
2021-02-26,Altenrhein (SG),MSE,B.1.1.7,0.5413369077156283
2021-02-27,Altenrhein (SG),MSE,B.1.1.7,0.5669198581695701
2021-02-28,Altenrhein (SG),MSE,B.1.1.7,0.594034340028945
2021-03-01,Altenrhein (SG),MSE,B.1.1.7,0.6209044523288121
2021-03-02,Altenrhein (SG),MSE,B.1.1.7,0.6462686095823268
2021-03-03,Altenrhein (SG),MSE,B.1.1.7,0.6696295340067031
2021-03-04,Altenrhein (SG),MSE,B.1.1.7,0.6913172771237361
2021-03-05,Altenrhein (SG),MSE,B.1.1.7,0.7123148136566801
2021-03-06,Altenrhein (SG),MSE,B.1.1.7,0.7338694513229123
2021-03-07,Altenrhein (SG),MSE,B.1.1.7,0.7569845286976087
2021-03-08,Altenrhein (SG),MSE,B.1.1.7,0.7820459795923366
2021-03-09,Altenrhein (SG),MSE,B.1.1.7,0.8087333324751192
2021-03-10,Altenrhein (SG),MSE,B.1.1.7,0.8358937783666907
2021-03-11,Altenrhein (SG),MSE,B.1.1.7,0.8619621584764401
2021-03-12,Altenrhein (SG),MSE,B.1.1.7,0.885598041423603
2021-03-13,Altenrhein (SG),MSE,B.1.1.7,0.905823762020649
2021-03-14,Altenrhein (SG),MSE,B.1.1.7,0.9222227774877396
2021-03-15,Altenrhein (SG),MSE,B.1.1.7,0.9348787482067786
2021-03-16,Altenrhein (SG),MSE,B.1.1.7,0.9441886182259569
2021-03-17,Altenrhein (SG),MSE,B.1.1.7,0.9506567886144813
2021-03-18,Altenrhein (SG),MSE,B.1.1.7,0.9547522706352775
