,B.1.1.7,B.1.351,P.1,B.1.617.2,B.1.617.1,undetermined,city,k
2021-07-31,0.002902641349247893,0.00296310128460755,0.0028286102292902214,0.8923207340746565,0.04994150869783277,0.049043404364364995,Zürich (ZH),0.001
2021-08-01,0.06433682444471187,0.0,0.0,0.8047687746045304,0.09242408935457298,0.03847031159618482,Zürich (ZH),0.001
2021-08-02,0.00307666936995951,0.0030303405993109215,0.00273330060291625,0.8930368853072238,0.06990210725803944,0.028220696862550153,Zürich (ZH),0.001
2021-08-03,0.10157399493689626,0.0,0.015975762844018825,0.8420630408700925,0.03214685702978067,0.008240344319211687,Zürich (ZH),0.001
2021-07-21,0.9999999999999999,3.9252311467094496e-17,3.925231146709457e-17,3.9252311467094484e-17,1.439251420460128e-16,0.0,Zürich (ZH),0.001
2021-07-23,0.003040645870114144,0.0028625249160242616,0.003046620714334269,0.900019202630741,0.052838014107692864,0.0381929917610936,Zürich (ZH),0.001
2021-07-22,0.051028535999731624,0.0914396351705896,0.04908552178500468,0.7182826496000172,0.07194651266082848,0.01821714478382848,Zürich (ZH),0.001
2021-07-24,0.005039914238780797,0.014560134668262585,0.005412202301937812,0.8243315504371771,0.10129776936576101,0.04935842898808073,Zürich (ZH),0.001
2021-07-25,0.0038922302940344053,0.004452584336638583,0.003920042304580991,0.8485278635182754,0.08994433769297996,0.04926294185349076,Zürich (ZH),0.001
2021-07-26,0.0060839849413126925,0.00594775897927573,0.0051706781242909445,0.7908990677080083,0.12379944580584892,0.06809906444126351,Zürich (ZH),0.001
2021-07-27,0.004630077628681077,0.005313201731327869,0.004677377006766693,0.816720256647688,0.08780049893892979,0.08085858804660657,Zürich (ZH),0.001
2021-07-14,0.0008994241309082477,0.0013135233828337409,0.0007570488274064405,0.9524176818279299,0.03737029305669912,0.007242028774222577,Zürich (ZH),0.001
2021-07-15,0.009258801942425305,0.004464774309232934,0.009641971236110344,0.6607346065679062,0.16918188729966865,0.14671795864465664,Zürich (ZH),0.001
2021-07-16,0.001534602525579326,0.0015841409157370415,0.0013706683607027752,0.8738776872416123,0.022156721589240723,0.09947617936712785,Zürich (ZH),0.001
2021-07-17,0.001267573781193877,0.000958279454206677,0.0009496499645868212,0.9691818725316451,0.015189989204092147,0.012452635064275262,Zürich (ZH),0.001
2021-07-18,0.002089539732082757,0.0021267972118058464,0.0020937059871488444,0.9298435521850593,0.03711429684167434,0.02673210804222893,Zürich (ZH),0.001
2021-07-19,0.001198271326654557,0.0022477719397259914,0.0011593381590541843,0.9486371947371619,0.02312802558962303,0.02362939824778036,Zürich (ZH),0.001
2021-07-20,0.004945649941386222,0.005969914960715755,0.004747672959373868,0.8363543734032421,0.09267134265941351,0.05531104607586855,Zürich (ZH),0.001
2021-07-07,0.004203130890380883,0.005072122584293911,0.003958747689754877,0.8916170295434339,0.05866759808233195,0.03648137120980451,Zürich (ZH),0.001
2021-07-08,0.07184363030380414,0.0,0.0,0.8891844918059594,0.03897187789023656,0.0,Zürich (ZH),0.001
2021-07-09,0.0007655520028510804,0.0007323061655106761,0.0008370777183207749,0.9673668532205313,0.01795981425303198,0.012338396639754324,Zürich (ZH),0.001
2021-07-10,0.000671484124894588,0.0008459765321737747,0.0006344015247844594,0.9655505763183875,0.011076061891023753,0.02122149960873604,Zürich (ZH),0.001
2021-07-11,0.037348794623149474,0.05223085480998292,0.0,0.9104203505668677,0.0,0.0,Zürich (ZH),0.001
2021-07-12,0.0038884641399580086,0.0037352046054313914,0.003725317539556322,0.8698097659199132,0.07296168787824914,0.045879559916891716,Zürich (ZH),0.001
2021-07-13,0.0005519471251857624,0.0003004716048773553,0.0002542249712210453,0.9884081248921577,0.006406958215714994,0.004078273190843077,Zürich (ZH),0.001
2021-06-30,1.0,0.0,0.0,0.0,0.0,0.0,Zürich (ZH),0.001
2021-07-01,0.03035627949853018,0.0,0.0,0.8093186424300208,0.0,0.16032507807144897,Zürich (ZH),0.001
2021-07-02,0.11276628718800746,0.0,0.01612920669852614,0.7364859696995147,0.0894194543134204,0.045199082100531286,Zürich (ZH),0.001
2021-07-03,0.06556244037621219,0.0,0.0008946900494796348,0.9335428695743081,0.0,0.0,Zürich (ZH),0.001
2021-07-04,0.006259495620210759,0.007548732355257247,0.006379682549284897,0.822587285316263,0.08112625969142818,0.07609854446755587,Zürich (ZH),0.001
