division,pangoShort,date,count,count_tot,count_tot2,frac,count_tot3
Bern,B.1.351,2021-12-04,0,0,0,0.0,33
Bern,B.1.617.1,2021-12-04,0,0,0,0.0,33
Bern,B.1.617.2,2021-12-04,33,462,33,1.0,33
Bern,other,2021-12-04,0,0,0,0.0,33
Bern,B.1.1.28,2021-12-05,0,0,0,0.0,16
Bern,B.1.1.7,2021-12-05,0,0,0,0.0,16
Bern,B.1.351,2021-12-05,0,0,0,0.0,16
Bern,B.1.617.1,2021-12-05,0,0,0,0.0,16
Bern,B.1.617.2,2021-12-05,16,176,16,1.0,16
Bern,other,2021-12-05,0,0,0,0.0,16
Bern,B.1.1.28,2021-12-06,0,0,0,0.0,27
Bern,B.1.1.7,2021-12-06,0,0,0,0.0,27
Bern,B.1.351,2021-12-06,0,0,0,0.0,27
Bern,B.1.617.1,2021-12-06,0,0,0,0.0,27
Bern,B.1.617.2,2021-12-06,27,297,27,1.0,27
Bern,other,2021-12-06,0,0,0,0.0,27
Bern,B.1.1.28,2021-12-07,0,0,0,0.0,19
Bern,B.1.1.7,2021-12-07,0,0,0,0.0,19
Bern,B.1.351,2021-12-07,0,0,0,0.0,19
Bern,B.1.617.1,2021-12-07,0,0,0,0.0,19
Bern,B.1.617.2,2021-12-07,19,190,19,1.0,19
Bern,other,2021-12-07,0,0,0,0.0,19
Bern,B.1.1.28,2021-12-08,0,0,0,0.0,2
Bern,B.1.1.7,2021-12-08,0,0,0,0.0,2
Bern,B.1.351,2021-12-08,0,0,0,0.0,2
Bern,B.1.617.1,2021-12-08,0,0,0,0.0,2
Bern,B.1.617.2,2021-12-08,2,4,2,1.0,2
Bern,other,2021-12-08,0,0,0,0.0,2
Bern,B.1.1.28,2021-12-09,0,0,0,0.0,7
Bern,B.1.1.7,2021-12-09,0,0,0,0.0,7
Bern,B.1.351,2021-12-09,0,0,0,0.0,7
Bern,B.1.617.1,2021-12-09,0,0,0,0.0,7
Bern,B.1.617.2,2021-12-09,7,28,7,1.0,7
Bern,other,2021-12-09,0,0,0,0.0,7
Bern,B.1.1.28,2021-12-10,0,0,0,0.0,34
Bern,B.1.1.7,2021-12-10,0,0,0,0.0,34
Bern,B.1.351,2021-12-10,0,0,0,0.0,34
Bern,B.1.617.1,2021-12-10,0,0,0,0.0,34
Bern,B.1.617.2,2021-12-10,33,281,34,0.9705882352941176,34
Bern,other,2021-12-10,1,29,34,0.029411764705882353,34
Bern,B.1.1.28,2021-12-11,0,0,0,0.0,30
Bern,B.1.1.7,2021-12-11,0,0,0,0.0,30
Bern,B.1.351,2021-12-11,0,0,0,0.0,30
Bern,B.1.617.1,2021-12-11,0,0,0,0.0,30
Bern,B.1.617.2,2021-12-11,30,270,30,1.0,30
Bern,other,2021-12-11,0,0,0,0.0,30
Bern,B.1.1.28,2021-12-12,0,0,0,0.0,1
Bern,B.1.1.7,2021-12-12,0,0,0,0.0,1
Bern,B.1.351,2021-12-12,0,0,0,0.0,1
Bern,B.1.617.1,2021-12-12,0,0,0,0.0,1
Bern,B.1.617.2,2021-12-12,1,1,1,1.0,1
Bern,other,2021-12-12,0,0,0,0.0,1
Bern,B.1.1.28,2021-12-13,0,0,0,0.0,26
Bern,B.1.1.7,2021-12-13,0,0,0,0.0,26
Bern,B.1.351,2021-12-13,0,0,0,0.0,26
Bern,B.1.617.1,2021-12-13,0,0,0,0.0,26
Bern,B.1.617.2,2021-12-13,26,286,26,1.0,26
Bern,other,2021-12-13,0,0,0,0.0,26
Bern,B.1.1.28,2021-12-14,0,0,0,0.0,5
Bern,B.1.1.7,2021-12-14,0,0,0,0.0,5
Bern,B.1.351,2021-12-14,0,0,0,0.0,5
Bern,B.1.617.1,2021-12-14,0,0,0,0.0,5
Bern,B.1.617.2,2021-12-14,3,15,5,0.6,5
Bern,other,2021-12-14,2,5,5,0.4,5
Bern,B.1.1.28,2021-12-15,0,0,0,0.0,3
Bern,B.1.1.7,2021-12-15,0,0,0,0.0,3
Bern,B.1.351,2021-12-15,0,0,0,0.0,3
Bern,B.1.617.1,2021-12-15,0,0,0,0.0,3
Bern,B.1.617.2,2021-12-15,0,0,0,0.0,3
Bern,other,2021-12-15,3,9,3,1.0,3
Bern,B.1.1.28,2021-12-16,0,0,0,0.0,2
Bern,B.1.1.7,2021-12-16,0,0,0,0.0,2
Bern,B.1.351,2021-12-16,0,0,0,0.0,2
Bern,B.1.617.1,2021-12-16,0,0,0,0.0,2
Bern,B.1.617.2,2021-12-16,2,2,2,1.0,2
Bern,other,2021-12-16,0,0,0,0.0,2
Bern,B.1.1.28,2021-12-17,0,0,0,0.0,50
Bern,B.1.1.7,2021-12-17,0,0,0,0.0,50
Bern,B.1.351,2021-12-17,0,0,0,0.0,50
Bern,B.1.617.1,2021-12-17,0,0,0,0.0,50
Bern,B.1.617.2,2021-12-17,48,450,50,0.96,50
Bern,other,2021-12-17,2,50,50,0.04,50
Bern,B.1.1.28,2021-12-18,0,0,0,0.0,4
Bern,B.1.1.7,2021-12-18,0,0,0,0.0,4
Bern,B.1.351,2021-12-18,0,0,0,0.0,4
Bern,B.1.617.1,2021-12-18,0,0,0,0.0,4
Bern,B.1.617.2,2021-12-18,3,4,4,0.75,4
Bern,other,2021-12-18,1,4,4,0.25,4
Bern,B.1.1.28,2021-12-19,0,0,0,0.0,2
Bern,B.1.1.7,2021-12-19,0,0,0,0.0,2
Bern,B.1.351,2021-12-19,0,0,0,0.0,2
Bern,B.1.617.1,2021-12-19,0,0,0,0.0,2
Bern,B.1.617.2,2021-12-19,0,0,0,0.0,2
Bern,other,2021-12-19,2,4,2,1.0,2
Bern,B.1.1.28,2021-12-20,0,0,0,0.0,4
Bern,B.1.1.7,2021-12-20,0,0,0,0.0,4
Bern,B.1.351,2021-12-20,0,0,0,0.0,4
Bern,B.1.617.1,2021-12-20,0,0,0,0.0,4
Bern,B.1.617.2,2021-12-20,4,12,4,1.0,4
Bern,other,2021-12-20,0,0,0,0.0,4
Bern,B.1.1.28,2021-12-21,0,0,0,0.0,2
Bern,B.1.1.7,2021-12-21,0,0,0,0.0,2
Bern,B.1.351,2021-12-21,0,0,0,0.0,2
Bern,B.1.617.1,2021-12-21,0,0,0,0.0,2
Bern,B.1.617.2,2021-12-21,1,1,2,0.5,2
Bern,other,2021-12-21,1,1,2,0.5,2
Bern,B.1.1.28,2021-12-22,0,0,0,0.0,2
Bern,B.1.1.7,2021-12-22,0,0,0,0.0,2
Bern,B.1.351,2021-12-22,0,0,0,0.0,2
Bern,B.1.617.1,2021-12-22,0,0,0,0.0,2
Bern,B.1.617.2,2021-12-22,2,2,2,1.0,2
Bern,other,2021-12-22,0,0,0,0.0,2
Bern,B.1.1.28,2021-12-23,0,0,0,0.0,11
Bern,B.1.1.7,2021-12-23,0,0,0,0.0,11
Bern,B.1.351,2021-12-23,0,0,0,0.0,11
Bern,B.1.617.1,2021-12-23,0,0,0,0.0,11
Bern,B.1.617.2,2021-12-23,9,66,11,0.8181818181818182,11
Bern,other,2021-12-23,2,22,11,0.18181818181818182,11
Bern,B.1.1.28,2021-12-24,0,0,0,0.0,3
Bern,B.1.1.7,2021-12-24,0,0,0,0.0,3
Bern,B.1.351,2021-12-24,0,0,0,0.0,3
Bern,B.1.617.1,2021-12-24,0,0,0,0.0,3
Bern,B.1.617.2,2021-12-24,2,6,3,0.6666666666666666,3
Bern,other,2021-12-24,1,3,3,0.3333333333333333,3
Bern,B.1.1.28,2021-12-25,0,0,0,,0
Bern,B.1.1.7,2021-12-25,0,0,0,,0
Bern,B.1.351,2021-12-25,0,0,0,,0
Bern,B.1.617.1,2021-12-25,0,0,0,,0
Bern,B.1.617.2,2021-12-25,0,0,0,,0
Bern,other,2021-12-25,0,0,0,,0
Bern,B.1.1.28,2021-12-26,0,0,0,,0
Bern,B.1.1.7,2021-12-26,0,0,0,,0
Bern,B.1.351,2021-12-26,0,0,0,,0
Bern,B.1.617.1,2021-12-26,0,0,0,,0
Bern,B.1.617.2,2021-12-26,0,0,0,,0
Bern,other,2021-12-26,0,0,0,,0
Bern,B.1.1.28,2021-12-27,0,0,0,0.0,2
Bern,B.1.1.7,2021-12-27,0,0,0,0.0,2
Bern,B.1.351,2021-12-27,0,0,0,0.0,2
Bern,B.1.617.1,2021-12-27,0,0,0,0.0,2
Bern,B.1.617.2,2021-12-27,0,0,0,0.0,2
Bern,other,2021-12-27,2,4,2,1.0,2
Bern,B.1.1.28,2021-12-28,0,0,0,,0
Bern,B.1.1.7,2021-12-28,0,0,0,,0
Bern,B.1.351,2021-12-28,0,0,0,,0
Bern,B.1.617.1,2021-12-28,0,0,0,,0
Bern,B.1.617.2,2021-12-28,0,0,0,,0
Bern,other,2021-12-28,0,0,0,,0
Bern,B.1.1.28,2021-12-29,0,0,0,,0
Bern,B.1.1.7,2021-12-29,0,0,0,,0
Bern,B.1.351,2021-12-29,0,0,0,,0
Bern,B.1.617.1,2021-12-29,0,0,0,,0
Bern,B.1.617.2,2021-12-29,0,0,0,,0
Bern,other,2021-12-29,0,0,0,,0
Bern,B.1.1.28,2021-12-30,0,0,0,0.0,43
Bern,B.1.1.7,2021-12-30,0,0,0,0.0,43
Bern,B.1.351,2021-12-30,0,0,0,0.0,43
Bern,B.1.617.1,2021-12-30,0,0,0,0.0,43
Bern,B.1.617.2,2021-12-30,11,156,43,0.2558139534883721,43
Bern,other,2021-12-30,32,441,43,0.7441860465116279,43
Bern,B.1.1.28,2021-12-31,0,0,0,,0
Bern,B.1.1.7,2021-12-31,0,0,0,,0
Bern,B.1.351,2021-12-31,0,0,0,,0
Bern,B.1.617.1,2021-12-31,0,0,0,,0
Bern,B.1.617.2,2021-12-31,0,0,0,,0
Bern,other,2021-12-31,0,0,0,,0
Bern,B.1.1.28,2022-01-03,0,0,0,0.0,29
Bern,B.1.1.7,2022-01-03,0,0,0,0.0,29
Bern,B.1.351,2022-01-03,0,0,0,0.0,29
Bern,B.1.617.1,2022-01-03,0,0,0,0.0,29
Bern,B.1.617.2,2022-01-03,7,203,29,0.2413793103448276,29
Bern,other,2022-01-03,22,174,29,0.7586206896551724,29
Bern,B.1.1.28,2022-01-04,0,0,0,0.0,44
Bern,B.1.1.7,2022-01-04,0,0,0,0.0,44
Bern,B.1.351,2022-01-04,0,0,0,0.0,44
Bern,B.1.617.1,2022-01-04,0,0,0,0.0,44
Bern,B.1.617.2,2022-01-04,5,176,44,0.11363636363636363,44
Bern,other,2022-01-04,39,440,44,0.8863636363636364,44
Bern,B.1.1.28,2022-01-05,0,0,0,0.0,12
Bern,B.1.1.7,2022-01-05,0,0,0,0.0,12
Bern,B.1.351,2022-01-05,0,0,0,0.0,12
Bern,B.1.617.1,2022-01-05,0,0,0,0.0,12
Bern,B.1.617.2,2022-01-05,1,12,12,0.08333333333333333,12
Bern,other,2022-01-05,11,84,12,0.9166666666666666,12
Bern,B.1.1.28,2022-01-06,0,0,0,0.0,4
Bern,B.1.1.7,2022-01-06,0,0,0,0.0,4
Bern,B.1.351,2022-01-06,0,0,0,0.0,4
Bern,B.1.617.1,2022-01-06,0,0,0,0.0,4
Bern,B.1.617.2,2022-01-06,1,4,4,0.25,4
Bern,other,2022-01-06,3,12,4,0.75,4
Bern,B.1.1.28,2022-01-07,0,0,0,0.0,35
Bern,B.1.1.7,2022-01-07,0,0,0,0.0,35
Bern,B.1.351,2022-01-07,0,0,0,0.0,35
Bern,B.1.617.1,2022-01-07,0,0,0,0.0,35
Bern,B.1.617.2,2022-01-07,3,105,35,0.08571428571428572,35
Bern,other,2022-01-07,32,280,35,0.9142857142857143,35
Bern,B.1.1.28,2022-01-08,0,0,0,0.0,7
Bern,B.1.1.7,2022-01-08,0,0,0,0.0,7
Bern,B.1.351,2022-01-08,0,0,0,0.0,7
Bern,B.1.617.1,2022-01-08,0,0,0,0.0,7
Bern,B.1.617.2,2022-01-08,0,0,0,0.0,7
Bern,other,2022-01-08,7,21,7,1.0,7
Bern,B.1.1.28,2022-01-09,0,0,0,0.0,10
Bern,B.1.1.7,2022-01-09,0,0,0,0.0,10
Bern,B.1.351,2022-01-09,0,0,0,0.0,10
Bern,B.1.617.1,2022-01-09,0,0,0,0.0,10
Bern,B.1.617.2,2022-01-09,4,20,10,0.4,10
Bern,other,2022-01-09,6,50,10,0.6,10
Bern,B.1.1.28,2022-01-10,0,0,0,0.0,54
Bern,B.1.1.7,2022-01-10,0,0,0,0.0,54
Bern,B.1.351,2022-01-10,0,0,0,0.0,54
Bern,B.1.617.1,2022-01-10,0,0,0,0.0,54
Bern,B.1.617.2,2022-01-10,2,108,54,0.037037037037037035,54
Bern,other,2022-01-10,52,540,54,0.9629629629629629,54
Bern,B.1.1.28,2022-01-11,0,0,0,0.0,38
Bern,B.1.1.7,2022-01-11,0,0,0,0.0,38
Bern,B.1.351,2022-01-11,0,0,0,0.0,38
Bern,B.1.617.1,2022-01-11,0,0,0,0.0,38
Bern,B.1.617.2,2022-01-11,3,76,38,0.07894736842105263,38
Bern,other,2022-01-11,35,380,38,0.9210526315789473,38
Bern,B.1.1.28,2022-01-12,0,0,0,0.0,7
Bern,B.1.1.7,2022-01-12,0,0,0,0.0,7
Bern,B.1.351,2022-01-12,0,0,0,0.0,7
Bern,B.1.617.1,2022-01-12,0,0,0,0.0,7
Bern,B.1.617.2,2022-01-12,2,14,7,0.2857142857142857,7
Bern,other,2022-01-12,5,28,7,0.7142857142857143,7
Bern,B.1.1.28,2022-01-13,0,0,0,0.0,26
Bern,B.1.1.7,2022-01-13,0,0,0,0.0,26
Bern,B.1.351,2022-01-13,0,0,0,0.0,26
Bern,B.1.617.1,2022-01-13,0,0,0,0.0,26
Bern,B.1.617.2,2022-01-13,1,20,26,0.038461538461538464,26
Bern,other,2022-01-13,25,170,26,0.9615384615384616,26
Bern,B.1.1.28,2022-01-14,0,0,0,,0
Bern,B.1.1.7,2022-01-14,0,0,0,,0
Bern,B.1.351,2022-01-14,0,0,0,,0
Bern,B.1.617.1,2022-01-14,0,0,0,,0
Bern,B.1.617.2,2022-01-14,0,0,0,,0
Bern,other,2022-01-14,0,0,0,,0
Bern,B.1.1.28,2022-01-16,0,0,0,0.0,16
Bern,B.1.1.7,2022-01-16,0,0,0,0.0,16
Bern,B.1.351,2022-01-16,0,0,0,0.0,16
Bern,B.1.617.1,2022-01-16,0,0,0,0.0,16
Bern,B.1.617.2,2022-01-16,2,16,16,0.125,16
Bern,other,2022-01-16,14,128,16,0.875,16
Bern,B.1.1.28,2022-01-17,0,0,0,0.0,27
Bern,B.1.1.7,2022-01-17,0,0,0,0.0,27
Bern,B.1.351,2022-01-17,0,0,0,0.0,27
Bern,B.1.617.1,2022-01-17,0,0,0,0.0,27
Bern,B.1.617.2,2022-01-17,0,0,0,0.0,27
Bern,other,2022-01-17,27,243,27,1.0,27
Bern,B.1.1.28,2022-01-18,0,0,0,0.0,15
Bern,B.1.1.7,2022-01-18,0,0,0,0.0,15
Bern,B.1.351,2022-01-18,0,0,0,0.0,15
Bern,B.1.617.1,2022-01-18,0,0,0,0.0,15
Bern,B.1.617.2,2022-01-18,1,15,15,0.06666666666666667,15
Bern,other,2022-01-18,14,90,15,0.9333333333333333,15
Bern,B.1.1.28,2022-01-19,0,0,0,0.0,11
Bern,B.1.1.7,2022-01-19,0,0,0,0.0,11
Bern,B.1.351,2022-01-19,0,0,0,0.0,11
Bern,B.1.617.1,2022-01-19,0,0,0,0.0,11
Bern,B.1.617.2,2022-01-19,0,0,0,0.0,11
Bern,other,2022-01-19,11,44,11,1.0,11
Bern,B.1.1.28,2022-01-20,0,0,0,0.0,1
Bern,B.1.1.7,2022-01-20,0,0,0,0.0,1
Bern,B.1.351,2022-01-20,0,0,0,0.0,1
Bern,B.1.617.1,2022-01-20,0,0,0,0.0,1
Bern,B.1.617.2,2022-01-20,0,0,0,0.0,1
Bern,other,2022-01-20,1,1,1,1.0,1
Bern,B.1.1.28,2022-01-23,0,0,0,0.0,5
Bern,B.1.1.7,2022-01-23,0,0,0,0.0,5
Bern,B.1.351,2022-01-23,0,0,0,0.0,5
Bern,B.1.617.1,2022-01-23,0,0,0,0.0,5
Bern,B.1.617.2,2022-01-23,0,0,0,0.0,5
Bern,other,2022-01-23,5,20,5,1.0,5
Bern,B.1.1.28,2022-01-24,0,0,0,0.0,67
Bern,B.1.1.7,2022-01-24,0,0,0,0.0,67
Bern,B.1.351,2022-01-24,0,0,0,0.0,67
Bern,B.1.617.1,2022-01-24,0,0,0,0.0,67
Bern,B.1.617.2,2022-01-24,0,0,0,0.0,67
Bern,other,2022-01-24,67,709,67,1.0,67
Bern,B.1.1.28,2022-01-25,0,0,0,0.0,53
Bern,B.1.1.7,2022-01-25,0,0,0,0.0,53
Bern,B.1.351,2022-01-25,0,0,0,0.0,53
Bern,B.1.617.1,2022-01-25,0,0,0,0.0,53
Bern,B.1.617.2,2022-01-25,1,53,53,0.018867924528301886,53
Bern,other,2022-01-25,52,477,53,0.9811320754716981,53
Bern,B.1.1.28,2022-01-26,0,0,0,0.0,9
Bern,B.1.1.7,2022-01-26,0,0,0,0.0,9
Bern,B.1.351,2022-01-26,0,0,0,0.0,9
Bern,B.1.617.1,2022-01-26,0,0,0,0.0,9
Bern,B.1.617.2,2022-01-26,0,0,0,0.0,9
Bern,other,2022-01-26,9,45,9,1.0,9
Bern,B.1.1.28,2022-01-27,0,0,0,0.0,22
Bern,B.1.1.7,2022-01-27,0,0,0,0.0,22
Bern,B.1.351,2022-01-27,0,0,0,0.0,22
Bern,B.1.617.1,2022-01-27,0,0,0,0.0,22
Bern,B.1.617.2,2022-01-27,1,21,22,0.045454545454545456,22
Bern,other,2022-01-27,21,127,22,0.9545454545454546,22
Bern,B.1.1.28,2022-01-29,0,0,0,0.0,2
Bern,B.1.1.7,2022-01-29,0,0,0,0.0,2
Bern,B.1.351,2022-01-29,0,0,0,0.0,2
Bern,B.1.617.1,2022-01-29,0,0,0,0.0,2
Bern,B.1.617.2,2022-01-29,0,0,0,0.0,2
Bern,other,2022-01-29,2,2,2,1.0,2
Bern,B.1.1.28,2022-01-31,0,0,0,,0
Bern,B.1.1.7,2022-01-31,0,0,0,,0
Bern,B.1.351,2022-01-31,0,0,0,,0
Bern,B.1.617.1,2022-01-31,0,0,0,,0
Bern,B.1.617.2,2022-01-31,0,0,0,,0
Bern,other,2022-01-31,0,0,0,,0
Bern,B.1.1.28,2022-02-02,0,0,0,0.0,15
Bern,B.1.1.7,2022-02-02,0,0,0,0.0,15
Bern,B.1.351,2022-02-02,0,0,0,0.0,15
Bern,B.1.617.1,2022-02-02,0,0,0,0.0,15
Bern,B.1.617.2,2022-02-02,0,0,0,0.0,15
Bern,other,2022-02-02,15,120,15,1.0,15
Bern,B.1.1.28,2022-02-06,0,0,0,0.0,93
Bern,B.1.1.7,2022-02-06,0,0,0,0.0,93
Bern,B.1.351,2022-02-06,0,0,0,0.0,93
Bern,B.1.617.1,2022-02-06,0,0,0,0.0,93
Bern,B.1.617.2,2022-02-06,0,0,0,0.0,93
Bern,other,2022-02-06,93,1165,93,1.0,93
Bern,B.1.1.28,2022-02-07,0,0,0,0.0,63
Bern,B.1.1.7,2022-02-07,0,0,0,0.0,63
Bern,B.1.351,2022-02-07,0,0,0,0.0,63
Bern,B.1.617.1,2022-02-07,0,0,0,0.0,63
Bern,B.1.617.2,2022-02-07,1,59,63,0.015873015873015872,63
Bern,other,2022-02-07,62,834,63,0.9841269841269841,63
Bern,B.1.1.28,2022-02-08,0,0,0,0.0,9
Bern,B.1.1.7,2022-02-08,0,0,0,0.0,9
Bern,B.1.351,2022-02-08,0,0,0,0.0,9
Bern,B.1.617.1,2022-02-08,0,0,0,0.0,9
Bern,B.1.617.2,2022-02-08,0,0,0,0.0,9
Bern,other,2022-02-08,9,54,9,1.0,9
Bern,B.1.1.28,2022-02-10,0,0,0,0.0,40
Bern,B.1.1.7,2022-02-10,0,0,0,0.0,40
Bern,B.1.351,2022-02-10,0,0,0,0.0,40
Bern,B.1.617.1,2022-02-10,0,0,0,0.0,40
Bern,B.1.617.2,2022-02-10,0,0,0,0.0,40
Bern,other,2022-02-10,40,360,40,1.0,40
Bern,B.1.1.28,2022-02-11,0,0,0,,0
Bern,B.1.1.7,2022-02-11,0,0,0,,0
Bern,B.1.351,2022-02-11,0,0,0,,0
Bern,B.1.617.1,2022-02-11,0,0,0,,0
Bern,B.1.617.2,2022-02-11,0,0,0,,0
Bern,other,2022-02-11,0,0,0,,0
Bern,B.1.1.28,2022-02-13,0,0,0,0.0,16
Bern,B.1.1.7,2022-02-13,0,0,0,0.0,16
Bern,B.1.351,2022-02-13,0,0,0,0.0,16
Bern,B.1.617.1,2022-02-13,0,0,0,0.0,16
Bern,B.1.617.2,2022-02-13,0,0,0,0.0,16
Bern,other,2022-02-13,16,96,16,1.0,16
Bern,B.1.1.28,2022-02-14,0,0,0,0.0,1
Bern,B.1.1.7,2022-02-14,0,0,0,0.0,1
Bern,B.1.351,2022-02-14,0,0,0,0.0,1
Bern,B.1.617.1,2022-02-14,0,0,0,0.0,1
Bern,B.1.617.2,2022-02-14,0,0,0,0.0,1
Bern,other,2022-02-14,1,1,1,1.0,1
Bern,B.1.1.28,2022-02-15,0,0,0,0.0,27
Bern,B.1.1.7,2022-02-15,0,0,0,0.0,27
Bern,B.1.351,2022-02-15,0,0,0,0.0,27
Bern,B.1.617.1,2022-02-15,0,0,0,0.0,27
Bern,B.1.617.2,2022-02-15,0,0,0,0.0,27
Bern,other,2022-02-15,27,243,27,1.0,27
Bern,B.1.1.28,2022-02-16,0,0,0,0.0,16
Bern,B.1.1.7,2022-02-16,0,0,0,0.0,16
Bern,B.1.351,2022-02-16,0,0,0,0.0,16
Bern,B.1.617.1,2022-02-16,0,0,0,0.0,16
Bern,B.1.617.2,2022-02-16,0,0,0,0.0,16
Bern,other,2022-02-16,16,112,16,1.0,16
Bern,B.1.1.28,2022-02-17,0,0,0,0.0,70
Bern,B.1.1.7,2022-02-17,0,0,0,0.0,70
Bern,B.1.351,2022-02-17,0,0,0,0.0,70
Bern,B.1.617.1,2022-02-17,0,0,0,0.0,70
Bern,B.1.617.2,2022-02-17,0,0,0,0.0,70
Bern,other,2022-02-17,70,763,70,1.0,70
Bern,B.1.1.28,2022-02-19,0,0,0,0.0,8
Bern,B.1.1.7,2022-02-19,0,0,0,0.0,8
Bern,B.1.351,2022-02-19,0,0,0,0.0,8
Bern,B.1.617.1,2022-02-19,0,0,0,0.0,8
Bern,B.1.617.2,2022-02-19,0,0,0,0.0,8
Bern,other,2022-02-19,8,32,8,1.0,8
Bern,B.1.1.28,2022-02-20,0,0,0,0.0,33
Bern,B.1.1.7,2022-02-20,0,0,0,0.0,33
Bern,B.1.351,2022-02-20,0,0,0,0.0,33
Bern,B.1.617.1,2022-02-20,0,0,0,0.0,33
Bern,B.1.617.2,2022-02-20,0,0,0,0.0,33
Bern,other,2022-02-20,33,330,33,1.0,33
Bern,B.1.1.28,2022-02-21,0,0,0,0.0,44
Bern,B.1.1.7,2022-02-21,0,0,0,0.0,44
Bern,B.1.351,2022-02-21,0,0,0,0.0,44
Bern,B.1.617.1,2022-02-21,0,0,0,0.0,44
Bern,B.1.617.2,2022-02-21,0,0,0,0.0,44
Bern,other,2022-02-21,44,416,44,1.0,44
Bern,B.1.1.28,2022-02-22,0,0,0,0.0,7
Bern,B.1.1.7,2022-02-22,0,0,0,0.0,7
Bern,B.1.351,2022-02-22,0,0,0,0.0,7
Bern,B.1.617.1,2022-02-22,0,0,0,0.0,7
Bern,B.1.617.2,2022-02-22,0,0,0,0.0,7
Bern,other,2022-02-22,7,19,7,1.0,7
Bern,B.1.1.28,2022-02-23,0,0,0,0.0,4
Bern,B.1.1.7,2022-02-23,0,0,0,0.0,4
Bern,B.1.351,2022-02-23,0,0,0,0.0,4
Bern,B.1.617.1,2022-02-23,0,0,0,0.0,4
Bern,B.1.617.2,2022-02-23,0,0,0,0.0,4
Bern,other,2022-02-23,4,8,4,1.0,4
Bern,B.1.1.28,2022-02-24,0,0,0,,0
Bern,B.1.1.7,2022-02-24,0,0,0,,0
Bern,B.1.351,2022-02-24,0,0,0,,0
Bern,B.1.617.1,2022-02-24,0,0,0,,0
Bern,B.1.617.2,2022-02-24,0,0,0,,0
Bern,other,2022-02-24,0,0,0,,0
Bern,B.1.1.28,2022-02-27,0,0,0,0.0,63
Bern,B.1.1.7,2022-02-27,0,0,0,0.0,63
Bern,B.1.351,2022-02-27,0,0,0,0.0,63
Bern,B.1.617.1,2022-02-27,0,0,0,0.0,63
Bern,B.1.617.2,2022-02-27,0,0,0,0.0,63
Bern,other,2022-02-27,63,693,63,1.0,63
Bern,B.1.1.28,2022-02-28,0,0,0,0.0,2
Bern,B.1.1.7,2022-02-28,0,0,0,0.0,2
Bern,B.1.351,2022-02-28,0,0,0,0.0,2
Bern,B.1.617.1,2022-02-28,0,0,0,0.0,2
Bern,B.1.617.2,2022-02-28,0,0,0,0.0,2
Bern,other,2022-02-28,2,4,2,1.0,2
Bern,B.1.1.28,2022-03-01,0,0,0,0.0,34
Bern,B.1.1.7,2022-03-01,0,0,0,0.0,34
Bern,B.1.351,2022-03-01,0,0,0,0.0,34
Bern,B.1.617.1,2022-03-01,0,0,0,0.0,34
Bern,B.1.617.2,2022-03-01,0,0,0,0.0,34
Bern,other,2022-03-01,34,240,34,1.0,34
Bern,B.1.1.28,2022-03-02,0,0,0,0.0,13
Bern,B.1.1.7,2022-03-02,0,0,0,0.0,13
Bern,B.1.351,2022-03-02,0,0,0,0.0,13
Bern,B.1.617.1,2022-03-02,0,0,0,0.0,13
Bern,B.1.617.2,2022-03-02,0,0,0,0.0,13
Bern,other,2022-03-02,13,91,13,1.0,13
Bern,B.1.1.28,2022-03-06,0,0,0,,0
Bern,B.1.1.7,2022-03-06,0,0,0,,0
Bern,B.1.351,2022-03-06,0,0,0,,0
Bern,B.1.617.1,2022-03-06,0,0,0,,0
Bern,B.1.617.2,2022-03-06,0,0,0,,0
Bern,other,2022-03-06,0,0,0,,0
Bern,B.1.1.28,2022-03-07,0,0,0,0.0,21
Bern,B.1.1.7,2022-03-07,0,0,0,0.0,21
Bern,B.1.351,2022-03-07,0,0,0,0.0,21
Bern,B.1.617.1,2022-03-07,0,0,0,0.0,21
Bern,B.1.617.2,2022-03-07,0,0,0,0.0,21
Bern,other,2022-03-07,21,168,21,1.0,21
Bern,B.1.1.28,2022-03-12,0,0,0,,0
Bern,B.1.1.7,2022-03-12,0,0,0,,0
Bern,B.1.351,2022-03-12,0,0,0,,0
Bern,B.1.617.1,2022-03-12,0,0,0,,0
Bern,B.1.617.2,2022-03-12,0,0,0,,0
Bern,other,2022-03-12,0,0,0,,0
Bern,B.1.1.28,2022-03-13,0,0,0,0.0,1
Bern,B.1.1.7,2022-03-13,0,0,0,0.0,1
Bern,B.1.351,2022-03-13,0,0,0,0.0,1
Bern,B.1.617.1,2022-03-13,0,0,0,0.0,1
Bern,B.1.617.2,2022-03-13,0,0,0,0.0,1
Bern,other,2022-03-13,1,1,1,1.0,1
Bern,B.1.1.28,2022-03-14,0,0,0,0.0,2
Bern,B.1.1.7,2022-03-14,0,0,0,0.0,2
Bern,B.1.351,2022-03-14,0,0,0,0.0,2
Bern,B.1.617.1,2022-03-14,0,0,0,0.0,2
Bern,B.1.617.2,2022-03-14,0,0,0,0.0,2
Bern,other,2022-03-14,2,2,2,1.0,2
Bern,B.1.1.28,2022-03-15,0,0,0,0.0,19
Bern,B.1.1.7,2022-03-15,0,0,0,0.0,19
Bern,B.1.351,2022-03-15,0,0,0,0.0,19
Bern,B.1.617.1,2022-03-15,0,0,0,0.0,19
Bern,B.1.617.2,2022-03-15,0,0,0,0.0,19
Bern,other,2022-03-15,19,67,19,1.0,19
