,city,index,variant,estimate,frac
3159,Laupen (BE),2021-06-07,B.1.617.2,lower,0.009099199785264816
3160,Laupen (BE),2021-06-07,P.1,lower,0.0
3161,Laupen (BE),2021-06-07,undetermined,lower,0.02747487897428213
3162,Laupen (BE),2021-06-08,B.1.1.7,lower,0.7167192400676856
3163,Laupen (BE),2021-06-08,B.1.351,lower,0.0
3164,Laupen (BE),2021-06-08,B.1.617.1,lower,0.0
3165,Laupen (BE),2021-06-08,B.1.617.2,lower,0.01429374024138988
3166,Laupen (BE),2021-06-08,P.1,lower,0.0
3167,Laupen (BE),2021-06-08,undetermined,lower,0.021673243892406897
3168,Laupen (BE),2021-06-09,B.1.1.7,lower,0.6915091747665377
3169,Laupen (BE),2021-06-09,B.1.351,lower,0.0
3170,Laupen (BE),2021-06-09,B.1.617.1,lower,0.0
3171,Laupen (BE),2021-06-09,B.1.617.2,lower,0.019912569944827825
3172,Laupen (BE),2021-06-09,P.1,lower,0.0
3173,Laupen (BE),2021-06-09,undetermined,lower,0.0014384723917085086
3174,Laupen (BE),2021-06-10,B.1.1.7,lower,0.6640683965332541
3175,Laupen (BE),2021-06-10,B.1.351,lower,0.0
3176,Laupen (BE),2021-06-10,B.1.617.1,lower,0.0
3177,Laupen (BE),2021-06-10,B.1.617.2,lower,0.026932476342408456
3178,Laupen (BE),2021-06-10,P.1,lower,0.0
3179,Laupen (BE),2021-06-10,undetermined,lower,0.0
3180,Laupen (BE),2021-06-11,B.1.1.7,lower,0.6313943784879271
3181,Laupen (BE),2021-06-11,B.1.351,lower,0.0
3182,Laupen (BE),2021-06-11,B.1.617.1,lower,0.0
3183,Laupen (BE),2021-06-11,B.1.617.2,lower,0.03487977181533348
3184,Laupen (BE),2021-06-11,P.1,lower,0.0
3185,Laupen (BE),2021-06-11,undetermined,lower,0.0
3186,Laupen (BE),2021-06-12,B.1.1.7,lower,0.5913135940196474
3187,Laupen (BE),2021-06-12,B.1.351,lower,0.0
3188,Laupen (BE),2021-06-12,B.1.617.1,lower,0.0
3189,Laupen (BE),2021-06-12,B.1.617.2,lower,0.04359541089302179
3190,Laupen (BE),2021-06-12,P.1,lower,0.0
3191,Laupen (BE),2021-06-12,undetermined,lower,0.0
3192,Laupen (BE),2021-06-13,B.1.1.7,lower,0.5552437330265408
3193,Laupen (BE),2021-06-13,B.1.351,lower,0.0
3194,Laupen (BE),2021-06-13,B.1.617.1,lower,0.0
3195,Laupen (BE),2021-06-13,B.1.617.2,lower,0.054145713945255455
3196,Laupen (BE),2021-06-13,P.1,lower,0.0
3197,Laupen (BE),2021-06-13,undetermined,lower,0.0
3198,Laupen (BE),2021-06-14,B.1.1.7,lower,0.5201901905764618
3199,Laupen (BE),2021-06-14,B.1.351,lower,0.0
3200,Laupen (BE),2021-06-14,B.1.617.1,lower,0.0
3201,Laupen (BE),2021-06-14,B.1.617.2,lower,0.06439779706690359
3202,Laupen (BE),2021-06-14,P.1,lower,0.0
3203,Laupen (BE),2021-06-14,undetermined,lower,0.0
3204,Laupen (BE),2021-06-15,B.1.1.7,lower,0.48223998142653457
3205,Laupen (BE),2021-06-15,B.1.351,lower,0.0
3206,Laupen (BE),2021-06-15,B.1.617.1,lower,0.0
3207,Laupen (BE),2021-06-15,B.1.617.2,lower,0.0763471720175496
3208,Laupen (BE),2021-06-15,P.1,lower,0.0
3209,Laupen (BE),2021-06-15,undetermined,lower,0.0
3210,Laupen (BE),2021-06-16,B.1.1.7,lower,0.4420199398855285
3211,Laupen (BE),2021-06-16,B.1.351,lower,0.0
3212,Laupen (BE),2021-06-16,B.1.617.1,lower,0.0
3213,Laupen (BE),2021-06-16,B.1.617.2,lower,0.09188872624134208
3214,Laupen (BE),2021-06-16,P.1,lower,0.0
3215,Laupen (BE),2021-06-16,undetermined,lower,0.0
3216,Laupen (BE),2021-06-17,B.1.1.7,lower,0.3910710314820053
3217,Laupen (BE),2021-06-17,B.1.351,lower,0.0
3218,Laupen (BE),2021-06-17,B.1.617.1,lower,0.0
3219,Laupen (BE),2021-06-17,B.1.617.2,lower,0.10724494952696205
3220,Laupen (BE),2021-06-17,P.1,lower,0.0
3221,Laupen (BE),2021-06-17,undetermined,lower,0.0
3222,Laupen (BE),2021-06-18,B.1.1.7,lower,0.3417566437292175
3223,Laupen (BE),2021-06-18,B.1.351,lower,0.0
3224,Laupen (BE),2021-06-18,B.1.617.1,lower,0.0
3225,Laupen (BE),2021-06-18,B.1.617.2,lower,0.13085076526258657
3226,Laupen (BE),2021-06-18,P.1,lower,0.0
3227,Laupen (BE),2021-06-18,undetermined,lower,0.0
3228,Laupen (BE),2021-06-19,B.1.1.7,lower,0.2855216110772132
3229,Laupen (BE),2021-06-19,B.1.351,lower,0.0
3230,Laupen (BE),2021-06-19,B.1.617.1,lower,0.0
3231,Laupen (BE),2021-06-19,B.1.617.2,lower,0.14966241741390718
3232,Laupen (BE),2021-06-19,P.1,lower,0.0
3233,Laupen (BE),2021-06-19,undetermined,lower,0.0
3234,Laupen (BE),2021-06-21,B.1.1.7,lower,0.166000545576057
3235,Laupen (BE),2021-06-21,B.1.351,lower,0.0
3236,Laupen (BE),2021-06-21,B.1.617.1,lower,0.0
3237,Laupen (BE),2021-06-21,B.1.617.2,lower,0.17853587711538887
3238,Laupen (BE),2021-06-21,P.1,lower,0.0
3239,Laupen (BE),2021-06-21,undetermined,lower,0.0
3240,Laupen (BE),2021-06-22,B.1.1.7,lower,0.10990144799842899
3241,Laupen (BE),2021-06-22,B.1.351,lower,0.0
3242,Laupen (BE),2021-06-22,B.1.617.1,lower,0.0
3243,Laupen (BE),2021-06-22,B.1.617.2,lower,0.18802794983509635
3244,Laupen (BE),2021-06-22,P.1,lower,0.0
3245,Laupen (BE),2021-06-22,undetermined,lower,0.0
3246,Laupen (BE),2021-06-23,B.1.1.7,lower,0.07289958858648223
3247,Laupen (BE),2021-06-23,B.1.351,lower,0.0
3248,Laupen (BE),2021-06-23,B.1.617.1,lower,0.0
3249,Laupen (BE),2021-06-23,B.1.617.2,lower,0.19969413878921483
3250,Laupen (BE),2021-06-23,P.1,lower,0.0
3251,Laupen (BE),2021-06-23,undetermined,lower,0.0
3252,Laupen (BE),2021-06-24,B.1.1.7,lower,0.051706241748752206
3253,Laupen (BE),2021-06-24,B.1.351,lower,0.0
3254,Laupen (BE),2021-06-24,B.1.617.1,lower,0.0
3255,Laupen (BE),2021-06-24,B.1.617.2,lower,0.20464207595262948
3256,Laupen (BE),2021-06-24,P.1,lower,0.0
3257,Laupen (BE),2021-06-24,undetermined,lower,0.0
3258,Laupen (BE),2021-06-25,B.1.1.7,lower,0.035576833338898085
3259,Laupen (BE),2021-06-25,B.1.351,lower,0.0
3260,Laupen (BE),2021-06-25,B.1.617.1,lower,0.0
3261,Laupen (BE),2021-06-25,B.1.617.2,lower,0.2294283428353573
3262,Laupen (BE),2021-06-25,P.1,lower,0.0
3263,Laupen (BE),2021-06-25,undetermined,lower,0.0
3264,Laupen (BE),2021-06-26,B.1.1.7,lower,0.02771835136516653
3265,Laupen (BE),2021-06-26,B.1.351,lower,0.0
3266,Laupen (BE),2021-06-26,B.1.617.1,lower,0.0
3267,Laupen (BE),2021-06-26,B.1.617.2,lower,0.2520422304923293
3268,Laupen (BE),2021-06-26,P.1,lower,0.0
3269,Laupen (BE),2021-06-26,undetermined,lower,0.0
3270,Laupen (BE),2021-06-30,B.1.1.7,lower,0.00926222455618596
3271,Laupen (BE),2021-06-30,B.1.351,lower,0.0
3272,Laupen (BE),2021-06-30,B.1.617.1,lower,0.0
3273,Laupen (BE),2021-06-30,B.1.617.2,lower,0.36248162205409445
3274,Laupen (BE),2021-06-30,P.1,lower,0.0
3275,Laupen (BE),2021-06-30,undetermined,lower,0.0
3276,Laupen (BE),2021-07-01,B.1.1.7,lower,0.006300284424992592
3277,Laupen (BE),2021-07-01,B.1.351,lower,0.0
3278,Laupen (BE),2021-07-01,B.1.617.1,lower,0.0
3279,Laupen (BE),2021-07-01,B.1.617.2,lower,0.3859740654667717
3280,Laupen (BE),2021-07-01,P.1,lower,0.0
3281,Laupen (BE),2021-07-01,undetermined,lower,0.0
3282,Laupen (BE),2021-07-02,B.1.1.7,lower,0.003910462851716871
3283,Laupen (BE),2021-07-02,B.1.351,lower,0.0
3284,Laupen (BE),2021-07-02,B.1.617.1,lower,0.0
3285,Laupen (BE),2021-07-02,B.1.617.2,lower,0.39048538718488585
3286,Laupen (BE),2021-07-02,P.1,lower,0.0
3287,Laupen (BE),2021-07-02,undetermined,lower,0.0
3288,Laupen (BE),2021-07-03,B.1.1.7,lower,0.0030910685469799815
3289,Laupen (BE),2021-07-03,B.1.351,lower,0.0
3290,Laupen (BE),2021-07-03,B.1.617.1,lower,0.0
3291,Laupen (BE),2021-07-03,B.1.617.2,lower,0.3946357034410503
3292,Laupen (BE),2021-07-03,P.1,lower,0.0
3293,Laupen (BE),2021-07-03,undetermined,lower,0.0
3294,Laupen (BE),2021-07-04,B.1.1.7,lower,0.0025019287327840613
3295,Laupen (BE),2021-07-04,B.1.351,lower,0.0
3296,Laupen (BE),2021-07-04,B.1.617.1,lower,0.0
3297,Laupen (BE),2021-07-04,B.1.617.2,lower,0.3970381700761376
3298,Laupen (BE),2021-07-04,P.1,lower,0.0
3299,Laupen (BE),2021-07-04,undetermined,lower,0.0
3300,Laupen (BE),2021-07-05,B.1.1.7,lower,0.0018832224290907416
3301,Laupen (BE),2021-07-05,B.1.351,lower,0.0
3302,Laupen (BE),2021-07-05,B.1.617.1,lower,0.0
3303,Laupen (BE),2021-07-05,B.1.617.2,lower,0.39062343080133327
3304,Laupen (BE),2021-07-05,P.1,lower,0.0
3305,Laupen (BE),2021-07-05,undetermined,lower,0.0
3306,Laupen (BE),2021-07-06,B.1.1.7,lower,0.001606841283662831
3307,Laupen (BE),2021-07-06,B.1.351,lower,0.0
3308,Laupen (BE),2021-07-06,B.1.617.1,lower,0.0
3309,Laupen (BE),2021-07-06,B.1.617.2,lower,0.37247891284078455
3310,Laupen (BE),2021-07-06,P.1,lower,0.0
3311,Laupen (BE),2021-07-06,undetermined,lower,0.0
3312,Laupen (BE),2021-07-08,B.1.1.7,lower,0.001448454660223225
3313,Laupen (BE),2021-07-08,B.1.351,lower,0.0
3314,Laupen (BE),2021-07-08,B.1.617.1,lower,0.0
3315,Laupen (BE),2021-07-08,B.1.617.2,lower,0.32656964458624865
3316,Laupen (BE),2021-07-08,P.1,lower,0.0
3317,Laupen (BE),2021-07-08,undetermined,lower,0.0
3318,Laupen (BE),2021-07-09,B.1.1.7,lower,0.0014777213297640362
3319,Laupen (BE),2021-07-09,B.1.351,lower,0.0
3320,Laupen (BE),2021-07-09,B.1.617.1,lower,0.0
3321,Laupen (BE),2021-07-09,B.1.617.2,lower,0.2860712588034592
3322,Laupen (BE),2021-07-09,P.1,lower,0.0
3323,Laupen (BE),2021-07-09,undetermined,lower,0.0
3324,Laupen (BE),2021-07-10,B.1.1.7,lower,0.0014681111128214861
3325,Laupen (BE),2021-07-10,B.1.351,lower,0.0
3326,Laupen (BE),2021-07-10,B.1.617.1,lower,0.0
3327,Laupen (BE),2021-07-10,B.1.617.2,lower,0.24215684497128592
3328,Laupen (BE),2021-07-10,P.1,lower,0.0
3329,Laupen (BE),2021-07-10,undetermined,lower,0.0
3330,Laupen (BE),2021-07-11,B.1.1.7,lower,0.001504075892148533
3331,Laupen (BE),2021-07-11,B.1.351,lower,0.0
3332,Laupen (BE),2021-07-11,B.1.617.1,lower,3.282369329953855e-05
3333,Laupen (BE),2021-07-11,B.1.617.2,lower,0.2074982711953105
3334,Laupen (BE),2021-07-11,P.1,lower,0.0
3335,Laupen (BE),2021-07-11,undetermined,lower,0.0
3336,Laupen (BE),2021-07-14,B.1.1.7,lower,0.0011616511107170734
3337,Laupen (BE),2021-07-14,B.1.351,lower,0.0
3338,Laupen (BE),2021-07-14,B.1.617.1,lower,0.0005019122811659098
3339,Laupen (BE),2021-07-14,B.1.617.2,lower,0.15868604925195698
3340,Laupen (BE),2021-07-14,P.1,lower,0.0
3341,Laupen (BE),2021-07-14,undetermined,lower,0.0017967948596168718
3342,Laupen (BE),2021-07-15,B.1.1.7,lower,0.0009282034131109019
3343,Laupen (BE),2021-07-15,B.1.351,lower,0.0
3344,Laupen (BE),2021-07-15,B.1.617.1,lower,0.0006670765962599577
3345,Laupen (BE),2021-07-15,B.1.617.2,lower,0.16340353375578304
3346,Laupen (BE),2021-07-15,P.1,lower,0.0
3347,Laupen (BE),2021-07-15,undetermined,lower,0.004438509025699011
3348,Laupen (BE),2021-07-16,B.1.1.7,lower,0.00045884250087939633
3349,Laupen (BE),2021-07-16,B.1.351,lower,0.0
3350,Laupen (BE),2021-07-16,B.1.617.1,lower,0.001219817259111822
3351,Laupen (BE),2021-07-16,B.1.617.2,lower,0.1618489949287321
3352,Laupen (BE),2021-07-16,P.1,lower,2.8304196122285694e-05
3353,Laupen (BE),2021-07-16,undetermined,lower,0.007360125588921807
3354,Laupen (BE),2021-07-18,B.1.1.7,lower,0.00010908169466938149
3355,Laupen (BE),2021-07-18,B.1.351,lower,0.0
3356,Laupen (BE),2021-07-18,B.1.617.1,lower,0.0028964854316639705
3357,Laupen (BE),2021-07-18,B.1.617.2,lower,0.15349425000038183
3358,Laupen (BE),2021-07-18,P.1,lower,0.00020084526713255772
3359,Laupen (BE),2021-07-18,undetermined,lower,0.019267917420294167
3360,Laupen (BE),2021-07-19,B.1.1.7,lower,0.00026561069492834187
3361,Laupen (BE),2021-07-19,B.1.351,lower,0.0
3362,Laupen (BE),2021-07-19,B.1.617.1,lower,0.0037964711924155584
3363,Laupen (BE),2021-07-19,B.1.617.2,lower,0.1395755978911178
3364,Laupen (BE),2021-07-19,P.1,lower,0.00029183160652702554
3365,Laupen (BE),2021-07-19,undetermined,lower,0.027364439898743008
3366,Laupen (BE),2021-07-20,B.1.1.7,lower,0.0004787591830710937
3367,Laupen (BE),2021-07-20,B.1.351,lower,0.0
3368,Laupen (BE),2021-07-20,B.1.617.1,lower,0.005545567111633151
3369,Laupen (BE),2021-07-20,B.1.617.2,lower,0.13056765570433876
3370,Laupen (BE),2021-07-20,P.1,lower,0.0004593788849073813
3371,Laupen (BE),2021-07-20,undetermined,lower,0.037316238922408464
3372,Laupen (BE),2021-07-21,B.1.1.7,lower,0.0007888574034275996
3373,Laupen (BE),2021-07-21,B.1.351,lower,0.0
3374,Laupen (BE),2021-07-21,B.1.617.1,lower,0.007800616878290157
3375,Laupen (BE),2021-07-21,B.1.617.2,lower,0.1221142733386372
3376,Laupen (BE),2021-07-21,P.1,lower,0.0004981862066821335
3377,Laupen (BE),2021-07-21,undetermined,lower,0.04844470960857887
3378,Laupen (BE),2021-07-22,B.1.1.7,lower,0.0013236322244670994
3379,Laupen (BE),2021-07-22,B.1.351,lower,0.0
3380,Laupen (BE),2021-07-22,B.1.617.1,lower,0.009764369890052778
3381,Laupen (BE),2021-07-22,B.1.617.2,lower,0.11758687383477105
3382,Laupen (BE),2021-07-22,P.1,lower,0.0006453098691071039
3383,Laupen (BE),2021-07-22,undetermined,lower,0.05023347730799887
3384,Laupen (BE),2021-07-23,B.1.1.7,lower,0.001696276527015144
3385,Laupen (BE),2021-07-23,B.1.351,lower,0.0
3386,Laupen (BE),2021-07-23,B.1.617.1,lower,0.012774468753612168
3387,Laupen (BE),2021-07-23,B.1.617.2,lower,0.12026730765674684
3388,Laupen (BE),2021-07-23,P.1,lower,0.0005801867574862516
3389,Laupen (BE),2021-07-23,undetermined,lower,0.05483221199572734
3390,Laupen (BE),2021-07-24,B.1.1.7,lower,0.0022776806869492707
3391,Laupen (BE),2021-07-24,B.1.351,lower,2.6641754943066304e-05
3392,Laupen (BE),2021-07-24,B.1.617.1,lower,0.012037073065591018
3393,Laupen (BE),2021-07-24,B.1.617.2,lower,0.1252429123834332
3394,Laupen (BE),2021-07-24,P.1,lower,2.0144460184666536e-05
3395,Laupen (BE),2021-07-24,undetermined,lower,0.05920313541232778
3396,Laupen (BE),2021-07-25,B.1.1.7,lower,0.002516376209130357
3397,Laupen (BE),2021-07-25,B.1.351,lower,0.0
3398,Laupen (BE),2021-07-25,B.1.617.1,lower,0.014476637456477167
3399,Laupen (BE),2021-07-25,B.1.617.2,lower,0.13302512937621397
3400,Laupen (BE),2021-07-25,P.1,lower,0.0
3401,Laupen (BE),2021-07-25,undetermined,lower,0.05894018497334113
3402,Laupen (BE),2021-07-26,B.1.1.7,lower,0.0029683930128884973
3403,Laupen (BE),2021-07-26,B.1.351,lower,2.990937404750357e-05
3404,Laupen (BE),2021-07-26,B.1.617.1,lower,0.015683720397327933
3405,Laupen (BE),2021-07-26,B.1.617.2,lower,0.14443955199236394
3406,Laupen (BE),2021-07-26,P.1,lower,0.0
3407,Laupen (BE),2021-07-26,undetermined,lower,0.05454141447332853
3408,Laupen (BE),2021-07-27,B.1.1.7,lower,0.003085929907187731
3409,Laupen (BE),2021-07-27,B.1.351,lower,4.3958477143951684e-05
3410,Laupen (BE),2021-07-27,B.1.617.1,lower,0.015854571430947095
3411,Laupen (BE),2021-07-27,B.1.617.2,lower,0.15947770203878958
3412,Laupen (BE),2021-07-27,P.1,lower,0.0
3413,Laupen (BE),2021-07-27,undetermined,lower,0.048424590331574355
3414,Laupen (BE),2021-07-28,B.1.1.7,lower,0.0030565736792855123
3415,Laupen (BE),2021-07-28,B.1.351,lower,3.620821885393168e-05
3416,Laupen (BE),2021-07-28,B.1.617.1,lower,0.01673738570804982
3417,Laupen (BE),2021-07-28,B.1.617.2,lower,0.1758031126870534
3418,Laupen (BE),2021-07-28,P.1,lower,0.0
3419,Laupen (BE),2021-07-28,undetermined,lower,0.03687126477585929
3420,Laupen (BE),2021-07-29,B.1.1.7,lower,0.002956795155298035
3421,Laupen (BE),2021-07-29,B.1.351,lower,5.5157964255071135e-05
3422,Laupen (BE),2021-07-29,B.1.617.1,lower,0.017723119222439528
3423,Laupen (BE),2021-07-29,B.1.617.2,lower,0.1986290426865195
3424,Laupen (BE),2021-07-29,P.1,lower,0.0
3425,Laupen (BE),2021-07-29,undetermined,lower,0.032261364205273084
3426,Laupen (BE),2021-07-30,B.1.1.7,lower,0.0028637379349639894
3427,Laupen (BE),2021-07-30,B.1.351,lower,5.708358360789154e-05
3428,Laupen (BE),2021-07-30,B.1.617.1,lower,0.019810858668397137
3429,Laupen (BE),2021-07-30,B.1.617.2,lower,0.21947844133448763
3430,Laupen (BE),2021-07-30,P.1,lower,0.0
3431,Laupen (BE),2021-07-30,undetermined,lower,0.026047456895285315
3432,Laupen (BE),2021-07-31,B.1.1.7,lower,0.002814078872981244
3433,Laupen (BE),2021-07-31,B.1.351,lower,0.0
3434,Laupen (BE),2021-07-31,B.1.617.1,lower,0.020299140465509603
3435,Laupen (BE),2021-07-31,B.1.617.2,lower,0.24548240182536452
3436,Laupen (BE),2021-07-31,P.1,lower,0.0
3437,Laupen (BE),2021-07-31,undetermined,lower,0.021345564552270442
3438,Laupen (BE),2021-08-01,B.1.1.7,lower,0.0026534855456644708
3439,Laupen (BE),2021-08-01,B.1.351,lower,0.0
3440,Laupen (BE),2021-08-01,B.1.617.1,lower,0.021862877412915916
3441,Laupen (BE),2021-08-01,B.1.617.2,lower,0.27770053355972935
3442,Laupen (BE),2021-08-01,P.1,lower,0.0
3443,Laupen (BE),2021-08-01,undetermined,lower,0.01615965224106816
3444,Laupen (BE),2021-08-02,B.1.1.7,lower,0.0025156331200887096
3445,Laupen (BE),2021-08-02,B.1.351,lower,0.0
3446,Laupen (BE),2021-08-02,B.1.617.1,lower,0.0234989285423617
3447,Laupen (BE),2021-08-02,B.1.617.2,lower,0.32131047165958093
3448,Laupen (BE),2021-08-02,P.1,lower,0.0
3449,Laupen (BE),2021-08-02,undetermined,lower,0.01294680737961789
3450,Laupen (BE),2021-08-03,B.1.1.7,lower,0.0022729964560337357
3451,Laupen (BE),2021-08-03,B.1.351,lower,0.0
3452,Laupen (BE),2021-08-03,B.1.617.1,lower,0.02244473201304143
3453,Laupen (BE),2021-08-03,B.1.617.2,lower,0.3703830993123085
3454,Laupen (BE),2021-08-03,P.1,lower,0.0
3455,Laupen (BE),2021-08-03,undetermined,lower,0.01066037209781049
3456,Laupen (BE),2021-08-04,B.1.1.7,lower,0.0020157533571526897
3457,Laupen (BE),2021-08-04,B.1.351,lower,0.0
3458,Laupen (BE),2021-08-04,B.1.617.1,lower,0.022202776600763044
3459,Laupen (BE),2021-08-04,B.1.617.2,lower,0.42201487997363835
3460,Laupen (BE),2021-08-04,P.1,lower,0.0
3461,Laupen (BE),2021-08-04,undetermined,lower,0.008392722398668477
3462,Laupen (BE),2021-08-05,B.1.1.7,lower,0.0017512611756466362
3463,Laupen (BE),2021-08-05,B.1.351,lower,3.5027815713162234e-05
3464,Laupen (BE),2021-08-05,B.1.617.1,lower,0.021768672706193853
3465,Laupen (BE),2021-08-05,B.1.617.2,lower,0.4752267665991721
3466,Laupen (BE),2021-08-05,P.1,lower,0.0
3467,Laupen (BE),2021-08-05,undetermined,lower,0.0074737889692671165
3468,Laupen (BE),2021-08-06,B.1.1.7,lower,0.0014338542366394936
3469,Laupen (BE),2021-08-06,B.1.351,lower,0.00012041075426764542
3470,Laupen (BE),2021-08-06,B.1.617.1,lower,0.020215690965655484
3471,Laupen (BE),2021-08-06,B.1.617.2,lower,0.5285353242430629
3472,Laupen (BE),2021-08-06,P.1,lower,0.0
3473,Laupen (BE),2021-08-06,undetermined,lower,0.006351537488917305
3474,Laupen (BE),2021-08-07,B.1.1.7,lower,0.0012151454110458386
3475,Laupen (BE),2021-08-07,B.1.351,lower,0.0002602515970873053
3476,Laupen (BE),2021-08-07,B.1.617.1,lower,0.018125768883444655
3477,Laupen (BE),2021-08-07,B.1.617.2,lower,0.5667601826521519
3478,Laupen (BE),2021-08-07,P.1,lower,0.0
3479,Laupen (BE),2021-08-07,undetermined,lower,0.006024290236841303
3480,Laupen (BE),2021-08-08,B.1.1.7,lower,0.0010793412648105985
3481,Laupen (BE),2021-08-08,B.1.351,lower,0.0004734084070994261
3482,Laupen (BE),2021-08-08,B.1.617.1,lower,0.01663781042923131
3483,Laupen (BE),2021-08-08,B.1.617.2,lower,0.5966722478197439
3484,Laupen (BE),2021-08-08,P.1,lower,0.0
3485,Laupen (BE),2021-08-08,undetermined,lower,0.0058778199171358805
3486,Laupen (BE),2021-08-09,B.1.1.7,lower,0.0009638435418179531
3487,Laupen (BE),2021-08-09,B.1.351,lower,0.0005401005555828875
3488,Laupen (BE),2021-08-09,B.1.617.1,lower,0.016293159435885544
3489,Laupen (BE),2021-08-09,B.1.617.2,lower,0.6189141755633898
3490,Laupen (BE),2021-08-09,P.1,lower,0.0003698417695632211
3491,Laupen (BE),2021-08-09,undetermined,lower,0.006198150504705006
3492,Laupen (BE),2021-08-10,B.1.1.7,lower,0.00087248838263975
3493,Laupen (BE),2021-08-10,B.1.351,lower,0.0005607957368777657
3494,Laupen (BE),2021-08-10,B.1.617.1,lower,0.015589393006295065
3495,Laupen (BE),2021-08-10,B.1.617.2,lower,0.6292209757882112
3496,Laupen (BE),2021-08-10,P.1,lower,0.0005322555332442312
3497,Laupen (BE),2021-08-10,undetermined,lower,0.006618874452600302
3498,Laupen (BE),2021-08-11,B.1.1.7,lower,0.0008249169686894219
3499,Laupen (BE),2021-08-11,B.1.351,lower,0.0005707929896134285
3500,Laupen (BE),2021-08-11,B.1.617.1,lower,0.014961815875412445
3501,Laupen (BE),2021-08-11,B.1.617.2,lower,0.6355107900901165
3502,Laupen (BE),2021-08-11,P.1,lower,0.0006337606220912401
3503,Laupen (BE),2021-08-11,undetermined,lower,0.006732202888181759
3504,Laupen (BE),2021-08-12,B.1.1.7,lower,0.0007409870384067382
3505,Laupen (BE),2021-08-12,B.1.351,lower,0.0005654617061862365
3506,Laupen (BE),2021-08-12,B.1.617.1,lower,0.014589691314589391
3507,Laupen (BE),2021-08-12,B.1.617.2,lower,0.6420296991792751
3508,Laupen (BE),2021-08-12,P.1,lower,0.0006779563568451237
3509,Laupen (BE),2021-08-12,undetermined,lower,0.006879608828378267
3510,Laupen (BE),2021-08-13,B.1.1.7,lower,0.0006824774075528999
3511,Laupen (BE),2021-08-13,B.1.351,lower,0.0005567415624588209
3512,Laupen (BE),2021-08-13,B.1.617.1,lower,0.014536266656451295
3513,Laupen (BE),2021-08-13,B.1.617.2,lower,0.6470535585350577
3514,Laupen (BE),2021-08-13,P.1,lower,0.000706114333544121
3515,Laupen (BE),2021-08-13,undetermined,lower,0.007227920730434068
3516,Laupen (BE),2021-08-14,B.1.1.7,lower,0.0006491126694557143
3517,Laupen (BE),2021-08-14,B.1.351,lower,0.0005254728703505155
3518,Laupen (BE),2021-08-14,B.1.617.1,lower,0.014103741716626744
3519,Laupen (BE),2021-08-14,B.1.617.2,lower,0.6495933946147602
3520,Laupen (BE),2021-08-14,P.1,lower,0.000727830551096327
3521,Laupen (BE),2021-08-14,undetermined,lower,0.007241702983074248
3522,Laupen (BE),2021-08-15,B.1.1.7,lower,0.000595060966758342
3523,Laupen (BE),2021-08-15,B.1.351,lower,0.0004844324060011025
3524,Laupen (BE),2021-08-15,B.1.617.1,lower,0.01333427587748548
3525,Laupen (BE),2021-08-15,B.1.617.2,lower,0.6545797206971611
3526,Laupen (BE),2021-08-15,P.1,lower,0.000727334477522037
3527,Laupen (BE),2021-08-15,undetermined,lower,0.007113894093649393
3528,Laupen (BE),2021-08-16,B.1.1.7,lower,0.0005382903259596464
3529,Laupen (BE),2021-08-16,B.1.351,lower,0.000446724155526681
3530,Laupen (BE),2021-08-16,B.1.617.1,lower,0.012642037472885713
3531,Laupen (BE),2021-08-16,B.1.617.2,lower,0.6586618045494244
3532,Laupen (BE),2021-08-16,P.1,lower,0.0007514058255169585
3533,Laupen (BE),2021-08-16,undetermined,lower,0.00715095327879262
3534,Laupen (BE),2021-08-17,B.1.1.7,lower,0.0004903912474817633
3535,Laupen (BE),2021-08-17,B.1.351,lower,0.0003913579285298531
3536,Laupen (BE),2021-08-17,B.1.617.1,lower,0.011967602824187457
3537,Laupen (BE),2021-08-17,B.1.617.2,lower,0.6641979790333611
3538,Laupen (BE),2021-08-17,P.1,lower,0.0007376643064488958
3539,Laupen (BE),2021-08-17,undetermined,lower,0.006831119811883482
3540,Laupen (BE),2021-08-18,B.1.1.7,lower,0.0004263354334194321
3541,Laupen (BE),2021-08-18,B.1.351,lower,0.0003594066539063286
3542,Laupen (BE),2021-08-18,B.1.617.1,lower,0.010842312749576966
3543,Laupen (BE),2021-08-18,B.1.617.2,lower,0.6703734471159789
3544,Laupen (BE),2021-08-18,P.1,lower,0.0007019807925439196
3545,Laupen (BE),2021-08-18,undetermined,lower,0.006318331490055395
3546,Laupen (BE),2021-08-19,B.1.1.7,lower,0.00036853193403070436
3547,Laupen (BE),2021-08-19,B.1.351,lower,0.00033522593065380026
3548,Laupen (BE),2021-08-19,B.1.617.1,lower,0.009694636274658787
3549,Laupen (BE),2021-08-19,B.1.617.2,lower,0.6772099662998021
3550,Laupen (BE),2021-08-19,P.1,lower,0.0006743344616893322
3551,Laupen (BE),2021-08-19,undetermined,lower,0.005728561187908794
3552,Laupen (BE),2021-08-20,B.1.1.7,lower,0.0003268657370186127
3553,Laupen (BE),2021-08-20,B.1.351,lower,0.0003326258594084727
3554,Laupen (BE),2021-08-20,B.1.617.1,lower,0.009085071142501464
3555,Laupen (BE),2021-08-20,B.1.617.2,lower,0.6859034643386722
3556,Laupen (BE),2021-08-20,P.1,lower,0.0006417130872439664
3557,Laupen (BE),2021-08-20,undetermined,lower,0.005597861087708448
3558,Laupen (BE),2021-08-21,B.1.1.7,lower,0.0002939505935171804
