index,city,estimate,variant,frac
2021-06-16,Zürich (ZH),robust,B.1.351,0.013756906567874276
2021-06-17,Zürich (ZH),robust,B.1.351,0.01447052773280353
2021-06-18,Zürich (ZH),robust,B.1.351,0.015045411869553217
2021-06-19,Zürich (ZH),robust,B.1.351,0.015549599953175957
2021-06-20,Zürich (ZH),robust,B.1.351,0.016238855253397952
2021-06-21,Zürich (ZH),robust,B.1.351,0.01712264884260094
2021-06-22,Zürich (ZH),robust,B.1.351,0.01748384229074597
2021-06-09,Zürich (ZH),robust,B.1.351,0.0071411763110365775
2021-06-10,Zürich (ZH),robust,B.1.351,0.008267910529380555
2021-06-11,Zürich (ZH),robust,B.1.351,0.00924254265803221
2021-06-12,Zürich (ZH),robust,B.1.351,0.010136298961713495
2021-06-13,Zürich (ZH),robust,B.1.351,0.011036169143697224
2021-06-14,Zürich (ZH),robust,B.1.351,0.011972795031047902
2021-06-15,Zürich (ZH),robust,B.1.351,0.01290557599306667
2021-06-02,Zürich (ZH),robust,B.1.351,0.0013970496299923277
2021-06-03,Zürich (ZH),robust,B.1.351,0.0014395284951912465
2021-06-04,Zürich (ZH),robust,B.1.351,0.001822386557472038
2021-06-05,Zürich (ZH),robust,B.1.351,0.002518485480007868
2021-06-06,Zürich (ZH),robust,B.1.351,0.0034754128401458476
2021-06-07,Zürich (ZH),robust,B.1.351,0.004627610558932414
2021-06-08,Zürich (ZH),robust,B.1.351,0.005888918647400529
2021-05-26,Zürich (ZH),robust,B.1.351,0.003713055225116935
2021-05-27,Zürich (ZH),robust,B.1.351,0.00368300708933851
2021-05-28,Zürich (ZH),robust,B.1.351,0.003498762356648724
2021-05-29,Zürich (ZH),robust,B.1.351,0.00314568728385293
2021-05-30,Zürich (ZH),robust,B.1.351,0.0026604026868764447
2021-05-31,Zürich (ZH),robust,B.1.351,0.002126699137510351
2021-06-01,Zürich (ZH),robust,B.1.351,0.001661248036801816
2021-05-19,Zürich (ZH),robust,B.1.351,0.005050344438498616
2021-05-20,Zürich (ZH),robust,B.1.351,0.004472351496918432
2021-05-21,Zürich (ZH),robust,B.1.351,0.004018411596033432
2021-05-22,Zürich (ZH),robust,B.1.351,0.003717457348950687
2021-05-23,Zürich (ZH),robust,B.1.351,0.0035786002772329197
2021-05-24,Zürich (ZH),robust,B.1.351,0.0035762878010949786
2021-05-25,Zürich (ZH),robust,B.1.351,0.003649179353628526
2021-05-12,Zürich (ZH),robust,B.1.351,0.00969552864102854
2021-05-13,Zürich (ZH),robust,B.1.351,0.009303018786301045
2021-05-14,Zürich (ZH),robust,B.1.351,0.008713616500229797
2021-05-15,Zürich (ZH),robust,B.1.351,0.008003611874910554
2021-05-16,Zürich (ZH),robust,B.1.351,0.007238953583877551
2021-05-17,Zürich (ZH),robust,B.1.351,0.0064662467079977205
2021-05-18,Zürich (ZH),robust,B.1.351,0.005719396746258554
2021-02-12,Zürich (ZH),robust,B.1.351,0.0016533010408392329
2021-02-13,Zürich (ZH),robust,B.1.351,0.0013600489281429405
2021-02-14,Zürich (ZH),robust,B.1.351,0.001421846964736173
2021-02-15,Zürich (ZH),robust,B.1.351,0.0017582195829678364
2021-02-16,Zürich (ZH),robust,B.1.351,0.002268056640545064
2021-02-17,Zürich (ZH),robust,B.1.351,0.0029131475404783735
2021-02-18,Zürich (ZH),robust,B.1.351,0.003713453217255624
2021-02-19,Zürich (ZH),robust,B.1.351,0.004690102753981777
2021-02-20,Zürich (ZH),robust,B.1.351,0.005838905322833084
2021-02-21,Zürich (ZH),robust,B.1.351,0.007110125306476761
2021-02-22,Zürich (ZH),robust,B.1.351,0.008428388796163047
2021-02-23,Zürich (ZH),robust,B.1.351,0.009728529804019498
2021-02-24,Zürich (ZH),robust,B.1.351,0.010950942966920969
2021-02-25,Zürich (ZH),robust,B.1.351,0.012028757314725563
2021-02-26,Zürich (ZH),robust,B.1.351,0.012889981461071329
2021-02-27,Zürich (ZH),robust,B.1.351,0.013464015359356226
2021-02-28,Zürich (ZH),robust,B.1.351,0.01369023022032383
2021-03-01,Zürich (ZH),robust,B.1.351,0.01353248110901322
2021-03-02,Zürich (ZH),robust,B.1.351,0.012992981154743163
2021-03-03,Zürich (ZH),robust,B.1.351,0.012118092057179917
2021-03-04,Zürich (ZH),robust,B.1.351,0.010995669388591978
2021-03-05,Zürich (ZH),robust,B.1.351,0.009745895718831969
2021-03-06,Zürich (ZH),robust,B.1.351,0.008507335563747631
2021-03-07,Zürich (ZH),robust,B.1.351,0.00742011347964467
2021-03-08,Zürich (ZH),robust,B.1.351,0.006609798228241974
2021-03-09,Zürich (ZH),robust,B.1.351,0.006176414731731977
2021-03-10,Zürich (ZH),robust,B.1.351,0.006189173232254368
2021-03-11,Zürich (ZH),robust,B.1.351,0.006680948113927597
2021-03-12,Zürich (ZH),robust,B.1.351,0.007635646919328335
2021-03-13,Zürich (ZH),robust,B.1.351,0.008972391976534351
2021-03-14,Zürich (ZH),robust,B.1.351,0.010542050040111335
2021-03-15,Zürich (ZH),robust,B.1.351,0.012149670928500727
2021-03-16,Zürich (ZH),robust,B.1.351,0.013599384113975339
2021-03-17,Zürich (ZH),robust,B.1.351,0.014744011285834567
2021-03-18,Zürich (ZH),robust,B.1.351,0.015518875153392633
2021-03-19,Zürich (ZH),robust,B.1.351,0.015947428089081662
2021-03-20,Zürich (ZH),robust,B.1.351,0.01611986176485755
2021-03-21,Zürich (ZH),robust,B.1.351,0.016158738815949803
2021-03-22,Zürich (ZH),robust,B.1.351,0.016188436182457966
2021-03-23,Zürich (ZH),robust,B.1.351,0.016315116117222753
2021-03-24,Zürich (ZH),robust,B.1.351,0.016614749263513383
2021-03-25,Zürich (ZH),robust,B.1.351,0.017125630926868505
2021-03-26,Zürich (ZH),robust,B.1.351,0.01784496559293116
2021-03-27,Zürich (ZH),robust,B.1.351,0.01872944825685183
2021-03-28,Zürich (ZH),robust,B.1.351,0.019701169261410478
2021-03-29,Zürich (ZH),robust,B.1.351,0.020663349769402997
2021-03-30,Zürich (ZH),robust,B.1.351,0.021527078925033277
2021-03-31,Zürich (ZH),robust,B.1.351,0.022239346595664546
2021-04-01,Zürich (ZH),robust,B.1.351,0.022797335983847044
2021-04-02,Zürich (ZH),robust,B.1.351,0.023242794335167627
2021-04-03,Zürich (ZH),robust,B.1.351,0.023643679983563252
2021-04-04,Zürich (ZH),robust,B.1.351,0.024073758527676355
2021-04-05,Zürich (ZH),robust,B.1.351,0.024596789892137434
2021-04-06,Zürich (ZH),robust,B.1.351,0.025257062771581375
2021-04-14,Zürich (ZH),robust,B.1.351,0.03189436526670417
2021-04-15,Zürich (ZH),robust,B.1.351,0.031648666489896754
2021-04-16,Zürich (ZH),robust,B.1.351,0.03092574493404177
2021-04-17,Zürich (ZH),robust,B.1.351,0.029723845539832924
2021-04-18,Zürich (ZH),robust,B.1.351,0.028084621310363003
2021-04-19,Zürich (ZH),robust,B.1.351,0.026097991571573373
2021-04-20,Zürich (ZH),robust,B.1.351,0.023892638626188414
2021-04-21,Zürich (ZH),robust,B.1.351,0.021610177585530934
2021-04-22,Zürich (ZH),robust,B.1.351,0.01937473345444145
2021-04-23,Zürich (ZH),robust,B.1.351,0.017273261851048247
2021-04-24,Zürich (ZH),robust,B.1.351,0.015351130574719051
2021-04-25,Zürich (ZH),robust,B.1.351,0.013618151519263474
2021-04-26,Zürich (ZH),robust,B.1.351,0.012061218668706486
2021-04-27,Zürich (ZH),robust,B.1.351,0.010661509473018043
2021-04-28,Zürich (ZH),robust,B.1.351,0.009410798151903021
2021-04-29,Zürich (ZH),robust,B.1.351,0.008318979126535455
2021-04-30,Zürich (ZH),robust,B.1.351,0.007410814599303267
2021-05-01,Zürich (ZH),robust,B.1.351,0.006718107913538319
2021-05-02,Zürich (ZH),robust,B.1.351,0.006272397577367564
2021-05-03,Zürich (ZH),robust,B.1.351,0.006097386431717331
2021-05-04,Zürich (ZH),robust,B.1.351,0.006199706435340553
2021-04-08,Zürich (ZH),robust,B.1.351,0.027040056748622476
2021-05-06,Zürich (ZH),robust,B.1.351,0.0071345940040117364
2021-04-09,Zürich (ZH),robust,B.1.351,0.02811403474237586
2021-05-07,Zürich (ZH),robust,B.1.351,0.007843012713939487
2021-04-10,Zürich (ZH),robust,B.1.351,0.029222454673403436
2021-05-08,Zürich (ZH),robust,B.1.351,0.008579257589845202
2021-04-11,Zürich (ZH),robust,B.1.351,0.030264121663862324
2021-05-09,Zürich (ZH),robust,B.1.351,0.009220306668209074
2021-04-12,Zürich (ZH),robust,B.1.351,0.031125510272075385
2021-05-10,Zürich (ZH),robust,B.1.351,0.009655377946476196
2021-04-13,Zürich (ZH),robust,B.1.351,0.03169863728643642
2021-05-11,Zürich (ZH),robust,B.1.351,0.009824135196996044
2021-04-07,Zürich (ZH),robust,B.1.351,0.026074291596109325
2021-05-05,Zürich (ZH),robust,B.1.351,0.006561031066787954
2021-02-11,Zürich (ZH),robust,B.1.351,0.002303401928913073
2021-02-10,Zürich (ZH),robust,B.1.351,0.00323873478834322
2021-02-09,Zürich (ZH),robust,B.1.351,0.004358452377147539
2021-02-08,Zürich (ZH),robust,B.1.351,0.005568733839695403
2021-02-07,Zürich (ZH),robust,B.1.351,0.006796980933541023
2021-02-06,Zürich (ZH),robust,B.1.351,0.007992786360196872
2021-02-05,Zürich (ZH),robust,B.1.351,0.009122063072595093
2021-02-04,Zürich (ZH),robust,B.1.351,0.01015825336089148
2021-02-03,Zürich (ZH),robust,B.1.351,0.011070550615887395
2021-02-01,Zürich (ZH),robust,B.1.351,0.012299356059576343
2021-01-31,Zürich (ZH),robust,B.1.351,0.012410052925225387
2021-01-26,Zürich (ZH),robust,B.1.351,0.006035271598281893
2021-01-24,Zürich (ZH),robust,B.1.351,0.004501182954642888
2021-01-21,Zürich (ZH),robust,B.1.351,0.007027725902796299
2021-01-17,Zürich (ZH),robust,B.1.351,0.016487961223801556
2021-01-14,Zürich (ZH),robust,B.1.351,0.019048426010785175
2021-01-12,Zürich (ZH),robust,B.1.351,0.01793484308425923
2021-01-10,Zürich (ZH),robust,B.1.351,0.016349504533487554
2021-01-08,Zürich (ZH),robust,B.1.351,0.014815644614136637
2021-01-06,Zürich (ZH),robust,B.1.351,0.0135209955086945
2021-01-04,Zürich (ZH),robust,B.1.351,0.012628091137822843
2021-01-02,Zürich (ZH),robust,B.1.351,0.012270857980254181
2021-08-25,Chur (GR),robust,B.1.351,0.0008380787623218839
2021-08-26,Chur (GR),robust,B.1.351,0.0006973531263929774
2021-08-27,Chur (GR),robust,B.1.351,0.0005918042751768038
2021-08-28,Chur (GR),robust,B.1.351,0.000511371609787685
2021-08-29,Chur (GR),robust,B.1.351,0.0004492330296007237
2021-08-30,Chur (GR),robust,B.1.351,0.00040060970328941413
2021-08-31,Chur (GR),robust,B.1.351,0.0003622520257569504
2021-08-18,Chur (GR),robust,B.1.351,0.003204243369377765
2021-08-19,Chur (GR),robust,B.1.351,0.0027956968020185513
2021-08-20,Chur (GR),robust,B.1.351,0.002370382778039633
2021-08-21,Chur (GR),robust,B.1.351,0.00195941431723229
2021-08-22,Chur (GR),robust,B.1.351,0.0015883459391114634
2021-08-23,Chur (GR),robust,B.1.351,0.0012751487126882231
2021-08-24,Chur (GR),robust,B.1.351,0.0010266429648835098
2021-08-11,Chur (GR),robust,B.1.351,0.0030607174117321867
2021-08-12,Chur (GR),robust,B.1.351,0.0035044922298631868
2021-08-13,Chur (GR),robust,B.1.351,0.0038187146119247244
2021-08-14,Chur (GR),robust,B.1.351,0.003978120073005083
2021-08-15,Chur (GR),robust,B.1.351,0.003977586892293352
2021-08-16,Chur (GR),robust,B.1.351,0.003829915087615588
2021-08-17,Chur (GR),robust,B.1.351,0.0035610164488277603
2021-08-04,Chur (GR),robust,B.1.351,0.00029376636011356635
2021-08-05,Chur (GR),robust,B.1.351,0.000377355700108291
2021-08-06,Chur (GR),robust,B.1.351,0.0006035972606806975
2021-08-07,Chur (GR),robust,B.1.351,0.0009619006369330732
2021-08-08,Chur (GR),robust,B.1.351,0.0014290592704272172
2021-08-09,Chur (GR),robust,B.1.351,0.001968165620386186
2021-08-10,Chur (GR),robust,B.1.351,0.0025305527950131796
2021-07-28,Chur (GR),robust,B.1.351,0.0013280445817200675
2021-07-29,Chur (GR),robust,B.1.351,0.0012983745472711656
2021-07-30,Chur (GR),robust,B.1.351,0.0011827891926537045
2021-07-31,Chur (GR),robust,B.1.351,0.000987213193717695
2021-08-01,Chur (GR),robust,B.1.351,0.0007455466173729613
2021-08-02,Chur (GR),robust,B.1.351,0.000513331564552409
2021-08-03,Chur (GR),robust,B.1.351,0.00034725516081115707
2021-07-21,Chur (GR),robust,B.1.351,0.001291731984726868
2021-07-22,Chur (GR),robust,B.1.351,0.0011756715070558095
2021-07-23,Chur (GR),robust,B.1.351,0.0011213173871155522
2021-07-24,Chur (GR),robust,B.1.351,0.001120071937946996
2021-07-25,Chur (GR),robust,B.1.351,0.0011602579391748276
2021-07-26,Chur (GR),robust,B.1.351,0.0012257841661291622
2021-07-27,Chur (GR),robust,B.1.351,0.0012925607752800373
2021-07-14,Chur (GR),robust,B.1.351,0.0026807006526566204
2021-07-15,Chur (GR),robust,B.1.351,0.002556119986821146
2021-07-16,Chur (GR),robust,B.1.351,0.0023918532930164793
2021-07-17,Chur (GR),robust,B.1.351,0.002185728142395732
2021-07-18,Chur (GR),robust,B.1.351,0.0019467979010949568
2021-07-19,Chur (GR),robust,B.1.351,0.0016979928384940736
2021-07-20,Chur (GR),robust,B.1.351,0.001470429909555277
2021-07-07,Chur (GR),robust,B.1.351,0.0028050959950586493
2021-07-08,Chur (GR),robust,B.1.351,0.002831207076935392
2021-07-09,Chur (GR),robust,B.1.351,0.0028621501163565736
2021-07-10,Chur (GR),robust,B.1.351,0.0028789670316888743
2021-07-11,Chur (GR),robust,B.1.351,0.002870921525769264
2021-07-12,Chur (GR),robust,B.1.351,0.0028350324352225706
2021-07-13,Chur (GR),robust,B.1.351,0.0027720427748810423
2021-06-30,Chur (GR),robust,B.1.351,0.005042782059150908
2021-07-01,Chur (GR),robust,B.1.351,0.0042675096823998355
2021-07-02,Chur (GR),robust,B.1.351,0.0037287080288156854
2021-07-03,Chur (GR),robust,B.1.351,0.003322460471750842
2021-07-04,Chur (GR),robust,B.1.351,0.0030370268512667485
2021-07-05,Chur (GR),robust,B.1.351,0.0028618451836815747
2021-07-06,Chur (GR),robust,B.1.351,0.0028074366337168056
2021-06-22,Chur (GR),robust,B.1.351,0.0013908197849338633
2021-06-23,Chur (GR),robust,B.1.351,0.0012804947903799384
2021-06-24,Chur (GR),robust,B.1.351,0.0014058061672415462
2021-06-25,Chur (GR),robust,B.1.351,0.0017426044118481138
2021-06-26,Chur (GR),robust,B.1.351,0.0022728348520714265
2021-06-27,Chur (GR),robust,B.1.351,0.003004002300337883
2021-06-28,Chur (GR),robust,B.1.351,0.0039509033464590945
2021-06-29,Chur (GR),robust,B.1.351,0.00497933169419781
2021-06-16,Chur (GR),robust,B.1.351,0.0035020014113191717
2021-06-17,Chur (GR),robust,B.1.351,0.003341711703130674
2021-06-09,Chur (GR),robust,B.1.351,0.0045022255828131835
2021-06-10,Chur (GR),robust,B.1.351,0.004418794225913801
2021-06-11,Chur (GR),robust,B.1.351,0.004280017308710414
2021-06-12,Chur (GR),robust,B.1.351,0.004115773917625837
2021-06-13,Chur (GR),robust,B.1.351,0.003947029384502362
2021-06-14,Chur (GR),robust,B.1.351,0.0037873074685147953
2021-06-15,Chur (GR),robust,B.1.351,0.003640744166285704
2021-06-02,Chur (GR),robust,B.1.351,0.0020001779192496843
2021-06-03,Chur (GR),robust,B.1.351,0.002559681110120867
2021-06-04,Chur (GR),robust,B.1.351,0.003139048500144292
2021-06-05,Chur (GR),robust,B.1.351,0.0036684045584733384
2021-06-06,Chur (GR),robust,B.1.351,0.0040874757430652085
2021-06-07,Chur (GR),robust,B.1.351,0.004361989840845247
2021-06-08,Chur (GR),robust,B.1.351,0.004493690954395274
2021-05-26,Chur (GR),robust,B.1.351,0.0002878248402230148
2021-05-28,Chur (GR),robust,B.1.351,0.0004585122800444143
2021-05-29,Chur (GR),robust,B.1.351,0.0006152823456600337
2021-05-30,Chur (GR),robust,B.1.351,0.0008348607558863002
2021-05-31,Chur (GR),robust,B.1.351,0.0011306195701408408
2021-06-01,Chur (GR),robust,B.1.351,0.0015175637257921304
2021-05-19,Chur (GR),robust,B.1.351,0.00022294585423804827
2021-05-20,Chur (GR),robust,B.1.351,0.00021671389742477647
2021-05-21,Chur (GR),robust,B.1.351,0.00021568578972843563
2021-05-22,Chur (GR),robust,B.1.351,0.0002168480529650557
2021-05-23,Chur (GR),robust,B.1.351,0.0002205171147209638
2021-05-24,Chur (GR),robust,B.1.351,0.00022981691455043645
2021-05-25,Chur (GR),robust,B.1.351,0.0002498711588407038
2021-05-12,Chur (GR),robust,B.1.351,1.3356517496712483e-11
2021-05-13,Chur (GR),robust,B.1.351,9.475070411537886e-11
2021-05-14,Chur (GR),robust,B.1.351,8.395322318058532e-14
2021-05-15,Chur (GR),robust,B.1.351,9.282413449068891e-05
2021-05-16,Chur (GR),robust,B.1.351,0.00027983881249629835
2021-05-17,Chur (GR),robust,B.1.351,0.0002689611092192034
2021-05-18,Chur (GR),robust,B.1.351,0.00023919145511266683
2021-02-06,Chur (GR),robust,B.1.351,0.016762926394650386
2021-02-07,Chur (GR),robust,B.1.351,0.014887830100344774
2021-02-08,Chur (GR),robust,B.1.351,0.013135378503340766
2021-02-09,Chur (GR),robust,B.1.351,0.011480259601750696
2021-02-10,Chur (GR),robust,B.1.351,0.009903682810886901
2021-02-11,Chur (GR),robust,B.1.351,0.00839192903241597
2021-02-12,Chur (GR),robust,B.1.351,0.006933563995442445
2021-02-13,Chur (GR),robust,B.1.351,0.0055186517452229696
2021-02-14,Chur (GR),robust,B.1.351,0.004140476055141497
2021-02-15,Chur (GR),robust,B.1.351,0.0028003612972781057
2021-02-16,Chur (GR),robust,B.1.351,0.0015142995401457545
2021-02-17,Chur (GR),robust,B.1.351,0.00032547778747060973
2021-02-18,Chur (GR),robust,B.1.351,7.129032405559523e-09
2021-02-19,Chur (GR),robust,B.1.351,8.139182816935158e-09
2021-02-20,Chur (GR),robust,B.1.351,6.220076332123903e-10
2021-02-21,Chur (GR),robust,B.1.351,3.6942271474471985e-09
2021-02-22,Chur (GR),robust,B.1.351,4.0364478044197657e-10
2021-02-23,Chur (GR),robust,B.1.351,0.00015213273630299492
2021-02-24,Chur (GR),robust,B.1.351,0.001187660326278642
2021-02-25,Chur (GR),robust,B.1.351,0.0021584064784393848
2021-02-26,Chur (GR),robust,B.1.351,0.002985428847712678
2021-02-27,Chur (GR),robust,B.1.351,0.003653276728209053
2021-02-28,Chur (GR),robust,B.1.351,0.004182019869694134
2021-03-01,Chur (GR),robust,B.1.351,0.004595789124951717
2021-03-02,Chur (GR),robust,B.1.351,0.004891997699547432
2021-03-03,Chur (GR),robust,B.1.351,0.005038932935547093
2021-03-04,Chur (GR),robust,B.1.351,0.0050022438271938845
2021-03-05,Chur (GR),robust,B.1.351,0.004780626673348228
2021-03-06,Chur (GR),robust,B.1.351,0.004422039386656589
2021-03-07,Chur (GR),robust,B.1.351,0.00400322754158433
2021-03-08,Chur (GR),robust,B.1.351,0.0035968553807940967
2021-03-09,Chur (GR),robust,B.1.351,0.0032552299856515093
2021-03-10,Chur (GR),robust,B.1.351,0.0030126737657573746
2021-03-11,Chur (GR),robust,B.1.351,0.0028963078658464456
2021-03-12,Chur (GR),robust,B.1.351,0.002932814403723751
2021-03-13,Chur (GR),robust,B.1.351,0.003146650236130279
2021-03-14,Chur (GR),robust,B.1.351,0.0035532653166628204
2021-03-15,Chur (GR),robust,B.1.351,0.004155997735207281
2021-03-16,Chur (GR),robust,B.1.351,0.004943754169956302
2021-03-17,Chur (GR),robust,B.1.351,0.005885074357874804
2021-03-18,Chur (GR),robust,B.1.351,0.006925125440815326
2021-03-19,Chur (GR),robust,B.1.351,0.007992623167018553
2021-03-20,Chur (GR),robust,B.1.351,0.009021023123299856
2021-03-21,Chur (GR),robust,B.1.351,0.009960437343172434
2021-03-22,Chur (GR),robust,B.1.351,0.010784886951279665
2021-03-23,Chur (GR),robust,B.1.351,0.011493189568309456
2021-03-24,Chur (GR),robust,B.1.351,0.012080961280556092
2021-03-25,Chur (GR),robust,B.1.351,0.012555290531366508
2021-03-26,Chur (GR),robust,B.1.351,0.012921544206513116
2021-03-27,Chur (GR),robust,B.1.351,0.013181581247319978
2021-03-28,Chur (GR),robust,B.1.351,0.013330581950646193
2021-03-29,Chur (GR),robust,B.1.351,0.013356256545476645
2021-03-30,Chur (GR),robust,B.1.351,0.013235117349953996
2021-03-31,Chur (GR),robust,B.1.351,0.012932461592710201
2021-04-01,Chur (GR),robust,B.1.351,0.012415621857972172
2021-04-02,Chur (GR),robust,B.1.351,0.011668774867458435
2021-04-04,Chur (GR),robust,B.1.351,0.00959092846797165
2021-04-05,Chur (GR),robust,B.1.351,0.008410276231254645
2021-04-06,Chur (GR),robust,B.1.351,0.007272221107966539
2021-04-14,Chur (GR),robust,B.1.351,0.004355637274514206
2021-04-15,Chur (GR),robust,B.1.351,0.00441968096825384
2021-04-16,Chur (GR),robust,B.1.351,0.004451814696216878
2021-04-17,Chur (GR),robust,B.1.351,0.004435028424754552
2021-04-18,Chur (GR),robust,B.1.351,0.004357667332590848
2021-04-19,Chur (GR),robust,B.1.351,0.004211612865589632
2021-04-20,Chur (GR),robust,B.1.351,0.00399472921297106
2021-04-21,Chur (GR),robust,B.1.351,0.0037133180528621875
2021-04-22,Chur (GR),robust,B.1.351,0.003381466856623892
2021-04-23,Chur (GR),robust,B.1.351,0.003017957648249288
2021-04-24,Chur (GR),robust,B.1.351,0.002642665753192575
2021-04-25,Chur (GR),robust,B.1.351,0.0022746321115805603
2021-04-26,Chur (GR),robust,B.1.351,0.0019316887006276932
2021-04-27,Chur (GR),robust,B.1.351,0.0016291097700811773
2021-04-28,Chur (GR),robust,B.1.351,0.0013770616796498025
2021-04-29,Chur (GR),robust,B.1.351,0.0011806641501273605
2021-04-30,Chur (GR),robust,B.1.351,0.0010506530577694233
2021-05-01,Chur (GR),robust,B.1.351,0.0009755508898939723
2021-05-02,Chur (GR),robust,B.1.351,0.0009502451716549181
2021-05-03,Chur (GR),robust,B.1.351,0.0009666635076410374
2021-05-04,Chur (GR),robust,B.1.351,0.0010122101221151582
2021-04-10,Chur (GR),robust,B.1.351,0.004294688342890046
2021-05-08,Chur (GR),robust,B.1.351,1.766448965799073e-10
2021-04-11,Chur (GR),robust,B.1.351,0.004111140543998727
2021-05-09,Chur (GR),robust,B.1.351,1.7438183501309356e-09
2021-04-12,Chur (GR),robust,B.1.351,0.004149419429348078
2021-05-10,Chur (GR),robust,B.1.351,2.8328209398094797e-11
2021-04-13,Chur (GR),robust,B.1.351,0.004286728556773919
2021-05-11,Chur (GR),robust,B.1.351,7.162398534663704e-12
2021-04-07,Chur (GR),robust,B.1.351,0.00626829196690808
2021-05-05,Chur (GR),robust,B.1.351,0.0009842585562379106
2021-04-08,Chur (GR),robust,B.1.351,0.005458681550400068
2021-05-06,Chur (GR),robust,B.1.351,0.0006772221197218102
2021-04-09,Chur (GR),robust,B.1.351,0.004775573079801856
2021-05-07,Chur (GR),robust,B.1.351,0.00037136373223560563
2021-08-25,Altenrhein (SG),robust,B.1.351,0.0014938395581477943
2021-08-26,Altenrhein (SG),robust,B.1.351,0.001478705356403536
2021-08-27,Altenrhein (SG),robust,B.1.351,0.0014644982294492444
2021-08-28,Altenrhein (SG),robust,B.1.351,0.0014539058526818456
2021-08-29,Altenrhein (SG),robust,B.1.351,0.0014497089579068082
2021-08-30,Altenrhein (SG),robust,B.1.351,0.0014547631868435792
2021-08-31,Altenrhein (SG),robust,B.1.351,0.001472137754702228
2021-08-18,Altenrhein (SG),robust,B.1.351,0.0015410150584909163
2021-08-19,Altenrhein (SG),robust,B.1.351,0.0015404990290982488
2021-08-20,Altenrhein (SG),robust,B.1.351,0.0015367713954456557
2021-08-21,Altenrhein (SG),robust,B.1.351,0.001532241552299358
2021-08-22,Altenrhein (SG),robust,B.1.351,0.0015265818565373258
2021-08-23,Altenrhein (SG),robust,B.1.351,0.0015186319214931536
2021-08-24,Altenrhein (SG),robust,B.1.351,0.0015076240316763013
2021-08-15,Altenrhein (SG),robust,B.1.351,0.0013910206758125524
2021-08-16,Altenrhein (SG),robust,B.1.351,0.0014901900831667124
2021-08-17,Altenrhein (SG),robust,B.1.351,0.0015301838114079244
2021-08-04,Altenrhein (SG),robust,B.1.351,1.7459477325819873e-11
2021-08-05,Altenrhein (SG),robust,B.1.351,1.5252264257414712e-10
2021-08-06,Altenrhein (SG),robust,B.1.351,2.438871961552809e-16
2021-08-07,Altenrhein (SG),robust,B.1.351,1.1947835835113001e-09
2021-08-08,Altenrhein (SG),robust,B.1.351,1.956051694574339e-12
2021-08-09,Altenrhein (SG),robust,B.1.351,1.1177299362221343e-16
2021-08-10,Altenrhein (SG),robust,B.1.351,3.740234842757233e-13
2021-07-28,Altenrhein (SG),robust,B.1.351,0.0040356784306048565
2021-07-29,Altenrhein (SG),robust,B.1.351,0.002341536818022401
2021-07-30,Altenrhein (SG),robust,B.1.351,0.0008734158642575297
2021-07-31,Altenrhein (SG),robust,B.1.351,1.648205322700365e-08
2021-08-01,Altenrhein (SG),robust,B.1.351,1.0016460586123125e-11
2021-08-02,Altenrhein (SG),robust,B.1.351,3.8238991514344217e-17
2021-08-03,Altenrhein (SG),robust,B.1.351,7.004609436535418e-13
2021-07-21,Altenrhein (SG),robust,B.1.351,0.015198416667442812
2021-07-22,Altenrhein (SG),robust,B.1.351,0.014324934390527858
2021-07-23,Altenrhein (SG),robust,B.1.351,0.013056021414973838
2021-07-24,Altenrhein (SG),robust,B.1.351,0.011466899718407779
2021-07-25,Altenrhein (SG),robust,B.1.351,0.009675012953095873
2021-07-26,Altenrhein (SG),robust,B.1.351,0.007788559654055827
2021-07-27,Altenrhein (SG),robust,B.1.351,0.00588281836094438
2021-07-14,Altenrhein (SG),robust,B.1.351,0.010812858111473405
2021-07-15,Altenrhein (SG),robust,B.1.351,0.012130654637659635
2021-07-16,Altenrhein (SG),robust,B.1.351,0.013368832463982228
2021-07-17,Altenrhein (SG),robust,B.1.351,0.01446243389671208
2021-07-18,Altenrhein (SG),robust,B.1.351,0.015274492634668646
2021-07-19,Altenrhein (SG),robust,B.1.351,0.0156792559124985
2021-07-20,Altenrhein (SG),robust,B.1.351,0.01565124475150345
2021-07-07,Altenrhein (SG),robust,B.1.351,0.0006996264569018725
2021-07-08,Altenrhein (SG),robust,B.1.351,0.0024324285062552703
2021-07-09,Altenrhein (SG),robust,B.1.351,0.0039318141963067856
2021-07-10,Altenrhein (SG),robust,B.1.351,0.005327535718802104
2021-07-11,Altenrhein (SG),robust,B.1.351,0.006696290672420283
2021-07-12,Altenrhein (SG),robust,B.1.351,0.00806510095454685
2021-06-30,Altenrhein (SG),robust,B.1.351,2.421256260051881e-13
2021-07-01,Altenrhein (SG),robust,B.1.351,4.755639888028758e-20
2021-07-02,Altenrhein (SG),robust,B.1.351,5.486051688892382e-14
2021-07-03,Altenrhein (SG),robust,B.1.351,2.0680128664784123e-16
2021-07-04,Altenrhein (SG),robust,B.1.351,8.470050900733289e-12
2021-07-05,Altenrhein (SG),robust,B.1.351,1.2466305201870388e-11
2021-07-06,Altenrhein (SG),robust,B.1.351,9.827181901817469e-14
2021-06-25,Altenrhein (SG),robust,B.1.351,0.006330171317652576
2021-06-27,Altenrhein (SG),robust,B.1.351,0.0015485324882591862
2021-06-28,Altenrhein (SG),robust,B.1.351,3.743896672123316e-07
